dt_ms,view,marker_variant,aggregation_order,endpoint_genotype,endpoint_cell,n_partner_pairs,kl_minus_firing_p
0.025,xyz,q25_seed_isotonic,marker_first,SCA3,SCA3_09,8,-0.1510390819168239
0.025,xyz,q25_seed_isotonic,marker_first,WT,WT_03,4,-0.14528340531046313
0.025,xyz,q25_seed_isotonic,marker_first,WT,WT_04,4,-0.1928109060817136
0.025,xyz,q25_seed_isotonic,marker_first,WT,WT_08,4,-0.41045941058381613
0.025,xyz,q25_seed_isotonic,marker_first,WT,WT_09,4,-0.16280964355190197
0.025,xyz,q25_seed_isotonic,marker_first,WT,WT_10,4,-0.07736535208321821
0.025,xyz,q25_seed_isotonic,marker_first,WT,WT_13,4,-0.38714931518876794
0.025,xyz,q25_seed_isotonic,marker_first,WT,WT_14,4,-0.33881809932076434
0.025,xyz,q25_seed_isotonic,marker_first,WT,WT_16,4,-0.42951143538155134
0.025,xyz,q75_seed_isotonic,curve_first,SCA3,SCA3_01,8,-0.10778460623918851
0.025,xyz,q75_seed_isotonic,curve_first,SCA3,SCA3_04,8,-0.2953826832683958
0.025,xyz,q75_seed_isotonic,curve_first,SCA3,SCA3_06,8,-0.00021838032090398807
0.025,xyz,q75_seed_isotonic,curve_first,SCA3,SCA3_09,8,-0.07648900169035405
0.025,xyz,q75_seed_isotonic,curve_first,WT,WT_03,4,0.036802757257841046
0.025,xyz,q75_seed_isotonic,curve_first,WT,WT_04,4,-0.14118195352025484
0.025,xyz,q75_seed_isotonic,curve_first,WT,WT_08,4,-0.34761800786189545
0.025,xyz,q75_seed_isotonic,curve_first,WT,WT_09,4,-0.19729759564234187
0.025,xyz,q75_seed_isotonic,curve_first,WT,WT_10,4,0.05428738110259834
0.025,xyz,q75_seed_isotonic,curve_first,WT,WT_13,4,-0.06455366118728198
0.025,xyz,q75_seed_isotonic,curve_first,WT,WT_14,4,-0.20586969386524243
0.025,xyz,q75_seed_isotonic,curve_first,WT,WT_16,4,-0.2881389200253073
0.025,xyz,q75_seed_isotonic,marker_first,SCA3,SCA3_01,8,-0.06382938168225771
0.025,xyz,q75_seed_isotonic,marker_first,SCA3,SCA3_04,8,-0.26356319299162245
0.025,xyz,q75_seed_isotonic,marker_first,SCA3,SCA3_06,8,-0.053983395176642635
0.025,xyz,q75_seed_isotonic,marker_first,SCA3,SCA3_09,8,0.01782426706797302
0.025,xyz,q75_seed_isotonic,marker_first,WT,WT_03,4,0.09957199757118743
0.025,xyz,q75_seed_isotonic,marker_first,WT,WT_04,4,-0.09069204578273277
0.025,xyz,q75_seed_isotonic,marker_first,WT,WT_08,4,-0.3839629652565285
0.025,xyz,q75_seed_isotonic,marker_first,WT,WT_09,4,-0.1442836914397309
0.025,xyz,q75_seed_isotonic,marker_first,WT,WT_10,4,0.02635724123525307
0.025,xyz,q75_seed_isotonic,marker_first,WT,WT_13,4,-0.11202581375454254
0.025,xyz,q75_seed_isotonic,marker_first,WT,WT_14,4,-0.1557061526306335
0.025,xyz,q75_seed_isotonic,marker_first,WT,WT_16,4,-0.19188783230245784
0.025,xyz,seed_median_curve_first,curve_first,SCA3,SCA3_01,8,-0.11121667522837514
0.025,xyz,seed_median_curve_first,curve_first,SCA3,SCA3_04,8,-0.2996868726944625
0.025,xyz,seed_median_curve_first,curve_first,SCA3,SCA3_06,8,-0.1597529847028787
0.025,xyz,seed_median_curve_first,curve_first,SCA3,SCA3_09,8,-0.15203637585480742
0.025,xyz,seed_median_curve_first,curve_first,WT,WT_03,4,0.023890350296481483
0.025,xyz,seed_median_curve_first,curve_first,WT,WT_04,4,-0.1487922294805472
0.025,xyz,seed_median_curve_first,curve_first,WT,WT_08,4,-0.3532831740811042
0.025,xyz,seed_median_curve_first,curve_first,WT,WT_09,4,-0.20016394582466296
0.025,xyz,seed_median_curve_first,curve_first,WT,WT_10,4,-0.008344728352501884
0.025,xyz,seed_median_curve_first,curve_first,WT,WT_13,4,-0.29058487972515545
0.025,xyz,seed_median_curve_first,curve_first,WT,WT_14,4,-0.23315470421409173
0.025,xyz,seed_median_curve_first,curve_first,WT,WT_16,4,-0.2770915491098578
0.025,xyz,seed_median_curve_first,marker_first,SCA3,SCA3_01,8,-0.09074705212132739
0.025,xyz,seed_median_curve_first,marker_first,SCA3,SCA3_04,8,-0.274243016558105
0.025,xyz,seed_median_curve_first,marker_first,SCA3,SCA3_06,8,-0.19131934925433863
0.025,xyz,seed_median_curve_first,marker_first,SCA3,SCA3_09,8,-0.09151705669053559
0.025,xyz,seed_median_curve_first,marker_first,WT,WT_03,4,0.0014319116045404257
0.025,xyz,seed_median_curve_first,marker_first,WT,WT_04,4,-0.11636804401493328
0.025,xyz,seed_median_curve_first,marker_first,WT,WT_08,4,-0.40491980862529503
0.025,xyz,seed_median_curve_first,marker_first,WT,WT_09,4,-0.15769407859976614
0.025,xyz,seed_median_curve_first,marker_first,WT,WT_10,4,-0.06537591893196151
0.025,xyz,seed_median_curve_first,marker_first,WT,WT_13,4,-0.3461239012432711
0.025,xyz,seed_median_curve_first,marker_first,WT,WT_14,4,-0.32148979197488947
0.025,xyz,seed_median_curve_first,marker_first,WT,WT_16,4,-0.314258081868678
0.025,xyz,seed_median_curve_isotonic,curve_first,SCA3,SCA3_01,8,-0.11121667522837514
0.025,xyz,seed_median_curve_isotonic,curve_first,SCA3,SCA3_04,8,-0.2996868726944625
0.025,xyz,seed_median_curve_isotonic,curve_first,SCA3,SCA3_06,8,-0.14034021041438968
0.025,xyz,seed_median_curve_isotonic,curve_first,SCA3,SCA3_09,8,-0.15120711570437853
0.025,xyz,seed_median_curve_isotonic,curve_first,WT,WT_03,4,0.023890350296481483
0.025,xyz,seed_median_curve_isotonic,curve_first,WT,WT_04,4,-0.1487922294805472
0.025,xyz,seed_median_curve_isotonic,curve_first,WT,WT_08,4,-0.3532831740811042
0.025,xyz,seed_median_curve_isotonic,curve_first,WT,WT_09,4,-0.20016394582466296
0.025,xyz,seed_median_curve_isotonic,curve_first,WT,WT_10,4,-0.008344728352501884
0.025,xyz,seed_median_curve_isotonic,curve_first,WT,WT_13,4,-0.28862755580430854
0.025,xyz,seed_median_curve_isotonic,curve_first,WT,WT_14,4,-0.23232544406366284
0.025,xyz,seed_median_curve_isotonic,curve_first,WT,WT_16,4,-0.27612356424086965
0.025,xyz,seed_median_curve_isotonic,marker_first,SCA3,SCA3_01,8,-0.09074705212132739
0.025,xyz,seed_median_curve_isotonic,marker_first,SCA3,SCA3_04,8,-0.274243016558105
0.025,xyz,seed_median_curve_isotonic,marker_first,SCA3,SCA3_06,8,-0.18712266501240746
0.025,xyz,seed_median_curve_isotonic,marker_first,SCA3,SCA3_09,8,-0.04044921933439952
0.025,xyz,seed_median_curve_isotonic,marker_first,WT,WT_03,4,0.04790840623408807
0.025,xyz,seed_median_curve_isotonic,marker_first,WT,WT_04,4,-0.11313934464199027
0.025,xyz,seed_median_curve_isotonic,marker_first,WT,WT_08,4,-0.40491980862529503
0.025,xyz,seed_median_curve_isotonic,marker_first,WT,WT_09,4,-0.1495220000592074
0.025,xyz,seed_median_curve_isotonic,marker_first,WT,WT_10,4,-0.04156032495235509
0.025,xyz,seed_median_curve_isotonic,marker_first,WT,WT_13,4,-0.3441665773224241
0.025,xyz,seed_median_curve_isotonic,marker_first,WT,WT_14,4,-0.1916432723856915
0.025,xyz,seed_median_curve_isotonic,marker_first,WT,WT_16,4,-0.20937583761368173
0.025,xyz,seed_median_curve_persistent,curve_first,SCA3,SCA3_01,8,-0.11121667522837514
0.025,xyz,seed_median_curve_persistent,curve_first,SCA3,SCA3_04,8,-0.2996868726944625
0.025,xyz,seed_median_curve_persistent,curve_first,SCA3,SCA3_06,8,-0.08923631377173108
0.025,xyz,seed_median_curve_persistent,curve_first,SCA3,SCA3_09,8,-0.15203637585480742
0.025,xyz,seed_median_curve_persistent,curve_first,WT,WT_03,4,0.023890350296481483
0.025,xyz,seed_median_curve_persistent,curve_first,WT,WT_04,4,-0.1487922294805472
0.025,xyz,seed_median_curve_persistent,curve_first,WT,WT_08,4,-0.3532831740811042
0.025,xyz,seed_median_curve_persistent,curve_first,WT,WT_09,4,-0.20016394582466296
0.025,xyz,seed_median_curve_persistent,curve_first,WT,WT_10,4,-0.008344728352501884
0.025,xyz,seed_median_curve_persistent,curve_first,WT,WT_13,4,-0.24789857687826886
0.025,xyz,seed_median_curve_persistent,curve_first,WT,WT_14,4,-0.23315470421409173
0.025,xyz,seed_median_curve_persistent,curve_first,WT,WT_16,4,-0.2275569353735525
0.025,xyz,seed_median_curve_persistent,marker_first,SCA3,SCA3_01,8,-0.09074705212132739
0.025,xyz,seed_median_curve_persistent,marker_first,SCA3,SCA3_04,8,-0.274243016558105
0.025,xyz,seed_median_curve_persistent,marker_first,SCA3,SCA3_06,8,-0.12047338919077338
0.025,xyz,seed_median_curve_persistent,marker_first,SCA3,SCA3_09,8,-0.03513375990453535
0.025,xyz,seed_median_curve_persistent,marker_first,WT,WT_03,4,0.0014319116045404257
0.025,xyz,seed_median_curve_persistent,marker_first,WT,WT_04,4,-0.09505669768767333
0.025,xyz,seed_median_curve_persistent,marker_first,WT,WT_08,4,-0.40491980862529503
0.025,xyz,seed_median_curve_persistent,marker_first,WT,WT_09,4,-0.1495220000592074
0.025,xyz,seed_median_curve_persistent,marker_first,WT,WT_10,4,-0.03953404270857744
0.025,xyz,seed_median_curve_persistent,marker_first,WT,WT_13,4,-0.2945409446401424
0.025,xyz,seed_median_curve_persistent,marker_first,WT,WT_14,4,-0.17505249656329475
0.025,xyz,seed_median_curve_persistent,marker_first,WT,WT_16,4,-0.11326371159103865
0.025,z,median_seed_isotonic,curve_first,SCA3,SCA3_01,8,-0.11373468284179733
0.025,z,median_seed_isotonic,curve_first,SCA3,SCA3_04,8,-0.2824655406605575
0.025,z,median_seed_isotonic,curve_first,SCA3,SCA3_06,8,-0.2546490016518611
0.025,z,median_seed_isotonic,curve_first,SCA3,SCA3_09,8,-0.05096995586626418
0.025,z,median_seed_isotonic,curve_first,WT,WT_03,4,0.08361019552429261
0.025,z,median_seed_isotonic,curve_first,WT,WT_04,4,-0.179023426565439
0.025,z,median_seed_isotonic,curve_first,WT,WT_08,4,-0.3480676557367517
0.025,z,median_seed_isotonic,curve_first,WT,WT_09,4,-0.21748220571884225
0.025,z,median_seed_isotonic,curve_first,WT,WT_10,4,0.1123863726491323
0.025,z,median_seed_isotonic,curve_first,WT,WT_13,4,-0.2689752625843599
0.025,z,median_seed_isotonic,curve_first,WT,WT_14,4,-0.21123089569241313
0.025,z,median_seed_isotonic,curve_first,WT,WT_16,4,-0.42589966194953016
0.025,z,median_seed_isotonic,marker_first,SCA3,SCA3_01,8,-0.10798499427637903
0.025,z,median_seed_isotonic,marker_first,SCA3,SCA3_04,8,-0.2469093553717365
0.025,z,median_seed_isotonic,marker_first,SCA3,SCA3_06,8,-0.2798928206779639
0.025,z,median_seed_isotonic,marker_first,SCA3,SCA3_09,8,-0.012219746494777278
0.025,z,median_seed_isotonic,marker_first,WT,WT_03,4,0.12347555437296287
0.025,z,median_seed_isotonic,marker_first,WT,WT_04,4,-0.23060675804348296
0.025,z,median_seed_isotonic,marker_first,WT,WT_08,4,-0.4315151556708733
0.025,z,median_seed_isotonic,marker_first,WT,WT_09,4,-0.18691401774196628
0.025,z,median_seed_isotonic,marker_first,WT,WT_10,4,0.1680907544762517
0.025,z,median_seed_isotonic,marker_first,WT,WT_13,4,-0.3721673112899705
0.025,z,median_seed_isotonic,marker_first,WT,WT_14,4,-0.19974502307323325
0.025,z,median_seed_isotonic,marker_first,WT,WT_16,4,-0.35319972345306117
0.025,z,q25_seed_isotonic,curve_first,SCA3,SCA3_01,8,-0.13332495047363335
0.025,z,q25_seed_isotonic,curve_first,SCA3,SCA3_04,8,-0.29364477733605676
0.025,z,q25_seed_isotonic,curve_first,SCA3,SCA3_06,8,-0.2978381536262601
0.025,z,q25_seed_isotonic,curve_first,SCA3,SCA3_09,8,-0.0683538671073059
0.025,z,q25_seed_isotonic,curve_first,WT,WT_03,4,0.057089424893800506
0.025,z,q25_seed_isotonic,curve_first,WT,WT_04,4,-0.20297823940385865
0.025,z,q25_seed_isotonic,curve_first,WT,WT_08,4,-0.34904157120197665
0.025,z,q25_seed_isotonic,curve_first,WT,WT_09,4,-0.24144648659502738
0.025,z,q25_seed_isotonic,curve_first,WT,WT_10,4,0.04283067032651977
0.025,z,q25_seed_isotonic,curve_first,WT,WT_13,4,-0.2709835310190438
0.025,z,q25_seed_isotonic,curve_first,WT,WT_14,4,-0.25651055345367263
0.025,z,q25_seed_isotonic,curve_first,WT,WT_16,4,-0.4803648450127296
0.025,z,q25_seed_isotonic,marker_first,SCA3,SCA3_01,8,-0.16840771615675473
0.025,z,q25_seed_isotonic,marker_first,SCA3,SCA3_04,8,-0.28889873722648574
0.025,z,q25_seed_isotonic,marker_first,SCA3,SCA3_06,8,-0.330538980810669
0.025,z,q25_seed_isotonic,marker_first,SCA3,SCA3_09,8,-0.10941061928962492
0.025,z,q25_seed_isotonic,marker_first,WT,WT_03,4,-0.05271292368838021
0.025,z,q25_seed_isotonic,marker_first,WT,WT_04,4,-0.26209410656683985
0.025,z,q25_seed_isotonic,marker_first,WT,WT_08,4,-0.4495230166421146
0.025,z,q25_seed_isotonic,marker_first,WT,WT_09,4,-0.25792744067311024
0.025,z,q25_seed_isotonic,marker_first,WT,WT_10,4,0.08446599457953996
0.025,z,q25_seed_isotonic,marker_first,WT,WT_13,4,-0.39222905871605934
0.025,z,q25_seed_isotonic,marker_first,WT,WT_14,4,-0.3481489260012982
0.025,z,q25_seed_isotonic,marker_first,WT,WT_16,4,-0.5000622773285942
0.025,z,q75_seed_isotonic,curve_first,SCA3,SCA3_01,8,-0.10757006879647801
0.025,z,q75_seed_isotonic,curve_first,SCA3,SCA3_04,8,-0.26726820255035283
0.025,z,q75_seed_isotonic,curve_first,SCA3,SCA3_06,8,-0.09456491225274655
0.025,z,q75_seed_isotonic,curve_first,SCA3,SCA3_09,8,-0.014081545410865287
0.025,z,q75_seed_isotonic,curve_first,WT,WT_03,4,0.09041829246262376
0.025,z,q75_seed_isotonic,curve_first,WT,WT_04,4,-0.16714750490540328
0.025,z,q75_seed_isotonic,curve_first,WT,WT_08,4,-0.3391366013144136
0.025,z,q75_seed_isotonic,curve_first,WT,WT_09,4,-0.21259916010696778
0.025,z,q75_seed_isotonic,curve_first,WT,WT_10,4,0.11879621762479571
0.025,z,q75_seed_isotonic,curve_first,WT,WT_13,4,-0.12580229149223632
0.025,z,q75_seed_isotonic,curve_first,WT,WT_14,4,-0.15696018702475342
0.025,z,q75_seed_isotonic,curve_first,WT,WT_16,4,-0.3625616076798105
0.025,z,q75_seed_isotonic,marker_first,SCA3,SCA3_01,8,-0.06136300517637111
0.025,z,q75_seed_isotonic,marker_first,SCA3,SCA3_04,8,-0.21821159677406016
0.025,z,q75_seed_isotonic,marker_first,SCA3,SCA3_06,8,-0.07538760954403861
0.025,z,q75_seed_isotonic,marker_first,SCA3,SCA3_09,8,-0.008923777032465302
0.025,z,q75_seed_isotonic,marker_first,WT,WT_03,4,0.19226730013755128
0.025,z,q75_seed_isotonic,marker_first,WT,WT_04,4,-0.1648632604400898
0.025,z,q75_seed_isotonic,marker_first,WT,WT_08,4,-0.4250610262666622
0.025,z,q75_seed_isotonic,marker_first,WT,WT_09,4,-0.12188384366922422
0.025,z,q75_seed_isotonic,marker_first,WT,WT_10,4,0.17188937125616643
0.025,z,q75_seed_isotonic,marker_first,WT,WT_13,4,-0.20018206698448682
0.025,z,q75_seed_isotonic,marker_first,WT,WT_14,4,-0.05199405786373995
0.025,z,q75_seed_isotonic,marker_first,WT,WT_16,4,-0.3058708302629602
0.025,z,seed_median_curve_first,curve_first,SCA3,SCA3_01,8,-0.11384692144945985
0.025,z,seed_median_curve_first,curve_first,SCA3,SCA3_04,8,-0.2796351749128936
0.025,z,seed_median_curve_first,curve_first,SCA3,SCA3_06,8,-0.25387080030694215
0.025,z,seed_median_curve_first,curve_first,SCA3,SCA3_09,8,-0.05106623400544277
0.025,z,seed_median_curve_first,curve_first,WT,WT_03,4,0.0833230921769991
0.025,z,seed_median_curve_first,curve_first,WT,WT_04,4,-0.17901985616723665
0.025,z,seed_median_curve_first,curve_first,WT,WT_08,4,-0.34385521679438513
0.025,z,seed_median_curve_first,curve_first,WT,WT_09,4,-0.2198389937384725
0.025,z,seed_median_curve_first,curve_first,WT,WT_10,4,0.11246504776563361
0.025,z,seed_median_curve_first,curve_first,WT,WT_13,4,-0.26534508443841365
0.025,z,seed_median_curve_first,curve_first,WT,WT_14,4,-0.20818810805572177
0.025,z,seed_median_curve_first,curve_first,WT,WT_16,4,-0.42733245053047214
0.025,z,seed_median_curve_first,marker_first,SCA3,SCA3_01,8,-0.15970449371816528
0.025,z,seed_median_curve_first,marker_first,SCA3,SCA3_04,8,-0.2750108124149043
0.025,z,seed_median_curve_first,marker_first,SCA3,SCA3_06,8,-0.3118119462659635
0.025,z,seed_median_curve_first,marker_first,SCA3,SCA3_09,8,-0.12797943850513735
0.025,z,seed_median_curve_first,marker_first,WT,WT_03,4,-0.026204643108143105
0.025,z,seed_median_curve_first,marker_first,WT,WT_04,4,-0.2530963553949108
0.025,z,seed_median_curve_first,marker_first,WT,WT_08,4,-0.43208953236672737
0.025,z,seed_median_curve_first,marker_first,WT,WT_09,4,-0.22220737404774826
0.025,z,seed_median_curve_first,marker_first,WT,WT_10,4,0.16895924145334912
0.025,z,seed_median_curve_first,marker_first,WT,WT_13,4,-0.3691506489618186
0.025,z,seed_median_curve_first,marker_first,WT,WT_14,4,-0.3392328515189585
0.025,z,seed_median_curve_first,marker_first,WT,WT_16,4,-0.38816382711127817
0.025,z,seed_median_curve_isotonic,curve_first,SCA3,SCA3_01,8,-0.11387546054261521
0.025,z,seed_median_curve_isotonic,curve_first,SCA3,SCA3_04,8,-0.2796351749128936
0.025,z,seed_median_curve_isotonic,curve_first,SCA3,SCA3_06,8,-0.22477399206770665
0.025,z,seed_median_curve_isotonic,curve_first,SCA3,SCA3_09,8,-0.05113833555619812
0.025,z,seed_median_curve_isotonic,curve_first,WT,WT_03,4,0.0833230921769991
0.025,z,seed_median_curve_isotonic,curve_first,WT,WT_04,4,-0.17901985616723665
0.025,z,seed_median_curve_isotonic,curve_first,WT,WT_08,4,-0.34385521679438513
0.025,z,seed_median_curve_isotonic,curve_first,WT,WT_09,4,-0.2198389937384725
0.025,z,seed_median_curve_isotonic,curve_first,WT,WT_10,4,0.11246504776563361
0.025,z,seed_median_curve_isotonic,curve_first,WT,WT_13,4,-0.2501398040488596
0.025,z,seed_median_curve_isotonic,curve_first,WT,WT_14,4,-0.20821664714887714
0.025,z,seed_median_curve_isotonic,curve_first,WT,WT_16,4,-0.42733245053047214
0.025,z,seed_median_curve_isotonic,marker_first,SCA3,SCA3_01,8,-0.10674503149661646
0.025,z,seed_median_curve_isotonic,marker_first,SCA3,SCA3_04,8,-0.2661170861783455
0.025,z,seed_median_curve_isotonic,marker_first,SCA3,SCA3_06,8,-0.24216871846121268
0.025,z,seed_median_curve_isotonic,marker_first,SCA3,SCA3_09,8,-0.012265637329357287
0.025,z,seed_median_curve_isotonic,marker_first,WT,WT_03,4,0.10872735554318591
0.025,z,seed_median_curve_isotonic,marker_first,WT,WT_04,4,-0.21254993582939555
0.025,z,seed_median_curve_isotonic,marker_first,WT,WT_08,4,-0.4317808164207249
0.025,z,seed_median_curve_isotonic,marker_first,WT,WT_09,4,-0.1644108093752884
0.025,z,seed_median_curve_isotonic,marker_first,WT,WT_10,4,0.16895924145334912
0.025,z,seed_median_curve_isotonic,marker_first,WT,WT_13,4,-0.3400538407225831
0.025,z,seed_median_curve_isotonic,marker_first,WT,WT_14,4,-0.21203316528840457
0.025,z,seed_median_curve_isotonic,marker_first,WT,WT_16,4,-0.35598876734450646
0.025,z,seed_median_curve_persistent,curve_first,SCA3,SCA3_01,8,-0.11384692144945985
0.025,z,seed_median_curve_persistent,curve_first,SCA3,SCA3_04,8,-0.2796351749128936
0.025,z,seed_median_curve_persistent,curve_first,SCA3,SCA3_06,8,-0.21853932598188466
0.025,z,seed_median_curve_persistent,curve_first,SCA3,SCA3_09,8,-0.05106623400544277
0.025,z,seed_median_curve_persistent,curve_first,WT,WT_03,4,0.0833230921769991
0.025,z,seed_median_curve_persistent,curve_first,WT,WT_04,4,-0.17901985616723665
0.025,z,seed_median_curve_persistent,curve_first,WT,WT_08,4,-0.34385521679438513
0.025,z,seed_median_curve_persistent,curve_first,WT,WT_09,4,-0.2198389937384725
0.025,z,seed_median_curve_persistent,curve_first,WT,WT_10,4,0.11246504776563361
0.025,z,seed_median_curve_persistent,curve_first,WT,WT_13,4,-0.24390513796303762
0.025,z,seed_median_curve_persistent,curve_first,WT,WT_14,4,-0.20818810805572177
0.025,z,seed_median_curve_persistent,curve_first,WT,WT_16,4,-0.42733245053047214
0.025,z,seed_median_curve_persistent,marker_first,SCA3,SCA3_01,8,-0.09385262120052745
0.025,z,seed_median_curve_persistent,marker_first,SCA3,SCA3_04,8,-0.2697816917106955
0.025,z,seed_median_curve_persistent,marker_first,SCA3,SCA3_06,8,-0.22332622000033353
0.025,z,seed_median_curve_persistent,marker_first,SCA3,SCA3_09,8,-0.012265637329357287
0.025,z,seed_median_curve_persistent,marker_first,WT,WT_03,4,0.09174537203976077
0.025,z,seed_median_curve_persistent,marker_first,WT,WT_04,4,-0.20992622779495554
0.025,z,seed_median_curve_persistent,marker_first,WT,WT_08,4,-0.43208953236672737
0.025,z,seed_median_curve_persistent,marker_first,WT,WT_09,4,-0.16607889716096358
0.025,z,seed_median_curve_persistent,marker_first,WT,WT_10,4,0.16895924145334912
0.025,z,seed_median_curve_persistent,marker_first,WT,WT_13,4,-0.33381917463676114
0.025,z,seed_median_curve_persistent,marker_first,WT,WT_14,4,-0.19545553334051197
0.025,z,seed_median_curve_persistent,marker_first,WT,WT_16,4,-0.3603953190222253
0.05,xy,median_seed_isotonic,curve_first,SCA3,SCA3_01,8,0.06813005411281381
0.05,xy,median_seed_isotonic,curve_first,SCA3,SCA3_04,8,-0.37022834515873965
0.05,xy,median_seed_isotonic,curve_first,SCA3,SCA3_06,8,-0.15694293046666244
0.05,xy,median_seed_isotonic,curve_first,SCA3,SCA3_09,8,-0.15618798678791895
0.05,xy,median_seed_isotonic,curve_first,WT,WT_03,4,-0.1308090121175132
0.05,xy,median_seed_isotonic,curve_first,WT,WT_04,4,-0.19393150357478547
0.05,xy,median_seed_isotonic,curve_first,WT,WT_08,4,-0.14244221927913356
0.05,xy,median_seed_isotonic,curve_first,WT,WT_09,4,-0.0004839487855437252
0.05,xy,median_seed_isotonic,curve_first,WT,WT_10,4,-0.13276273101195918
0.05,xy,median_seed_isotonic,curve_first,WT,WT_13,4,0.06440317626296319
0.05,xy,median_seed_isotonic,curve_first,WT,WT_14,4,-0.3867148805479757
0.05,xy,median_seed_isotonic,curve_first,WT,WT_16,4,-0.23978964162088817
0.05,xy,median_seed_isotonic,marker_first,SCA3,SCA3_01,8,0.06806786296940737
0.05,xy,median_seed_isotonic,marker_first,SCA3,SCA3_04,8,-0.22617500243665145
0.05,xy,median_seed_isotonic,marker_first,SCA3,SCA3_06,8,-0.1381011233565984
0.05,xy,median_seed_isotonic,marker_first,SCA3,SCA3_09,8,-0.07347544623715346
0.05,xy,median_seed_isotonic,marker_first,WT,WT_03,4,-0.04300538073592605
0.05,xy,median_seed_isotonic,marker_first,WT,WT_04,4,-0.10703103278839038
0.05,xy,median_seed_isotonic,marker_first,WT,WT_08,4,-0.10601271222555111
0.05,xy,median_seed_isotonic,marker_first,WT,WT_09,4,-0.08392983360082124
0.05,xy,median_seed_isotonic,marker_first,WT,WT_10,4,-0.02070257823351568
0.05,xy,median_seed_isotonic,marker_first,WT,WT_13,4,0.09944898830627
0.05,xy,median_seed_isotonic,marker_first,WT,WT_14,4,-0.1935403257511483
0.05,xy,median_seed_isotonic,marker_first,WT,WT_16,4,-0.2866030657413594
0.05,xy,q25_seed_isotonic,curve_first,SCA3,SCA3_01,8,0.030708757728169667
0.05,xy,q25_seed_isotonic,curve_first,SCA3,SCA3_04,8,-0.3809348040956757
0.05,xy,q25_seed_isotonic,curve_first,SCA3,SCA3_06,8,-0.22020767193143354
0.05,xy,q25_seed_isotonic,curve_first,SCA3,SCA3_09,8,-0.20087780984394457
0.05,xy,q25_seed_isotonic,curve_first,WT,WT_03,4,-0.1765651733952847
0.05,xy,q25_seed_isotonic,curve_first,WT,WT_04,4,-0.20947413259505035
0.05,xy,q25_seed_isotonic,curve_first,WT,WT_08,4,-0.20518172655630773
0.05,xy,q25_seed_isotonic,curve_first,WT,WT_09,4,-0.07698430573065129
0.05,xy,q25_seed_isotonic,curve_first,WT,WT_10,4,-0.15656329863976898
0.05,xy,q25_seed_isotonic,curve_first,WT,WT_13,4,0.048440475582137266
0.05,xy,q25_seed_isotonic,curve_first,WT,WT_14,4,-0.43670432186150543
0.05,xy,q25_seed_isotonic,curve_first,WT,WT_16,4,-0.2967270165382312
0.05,xy,q25_seed_isotonic,marker_first,SCA3,SCA3_01,8,-0.02227262992940443
0.05,xy,q25_seed_isotonic,marker_first,SCA3,SCA3_04,8,-0.3009649563083784
0.05,xy,q25_seed_isotonic,marker_first,SCA3,SCA3_06,8,-0.24188901633838306
0.05,xy,q25_seed_isotonic,marker_first,SCA3,SCA3_09,8,-0.124933218496594
0.05,xy,q25_seed_isotonic,marker_first,WT,WT_03,4,-0.17922123102959808
0.05,xy,q25_seed_isotonic,marker_first,WT,WT_04,4,-0.12895454872808504
0.05,xy,q25_seed_isotonic,marker_first,WT,WT_08,4,-0.14501251886932223
0.05,xy,q25_seed_isotonic,marker_first,WT,WT_09,4,-0.1292760044827953
0.05,xy,q25_seed_isotonic,marker_first,WT,WT_10,4,-0.027532958356963427
0.05,xy,q25_seed_isotonic,marker_first,WT,WT_13,4,0.035764243810218865
0.05,xy,q25_seed_isotonic,marker_first,WT,WT_14,4,-0.26627504605021424
0.05,xy,q25_seed_isotonic,marker_first,WT,WT_16,4,-0.32700394610611344
0.05,xy,q75_seed_isotonic,curve_first,SCA3,SCA3_01,8,0.07636032796610615
0.05,xy,q75_seed_isotonic,curve_first,SCA3,SCA3_04,8,-0.3664711973514174
0.05,xy,q75_seed_isotonic,curve_first,SCA3,SCA3_06,8,-0.060952958941434626
0.05,xy,q75_seed_isotonic,curve_first,SCA3,SCA3_09,8,-0.12215559131612713
0.05,xy,q75_seed_isotonic,curve_first,WT,WT_03,4,-0.10912706782409984
0.05,xy,q75_seed_isotonic,curve_first,WT,WT_04,4,-0.18258588222464364
0.05,xy,q75_seed_isotonic,curve_first,WT,WT_08,4,-0.06644813394503217
0.05,xy,q75_seed_isotonic,curve_first,WT,WT_09,4,0.025513736595375147
0.05,xy,q75_seed_isotonic,curve_first,WT,WT_10,4,-0.07308090053305372
0.05,xy,q75_seed_isotonic,curve_first,WT,WT_13,4,0.08912605056823289
0.05,xy,q75_seed_isotonic,curve_first,WT,WT_14,4,-0.3640089908594931
0.05,xy,q75_seed_isotonic,curve_first,WT,WT_16,4,-0.1801779629656009
0.05,xy,q75_seed_isotonic,marker_first,SCA3,SCA3_01,8,0.11594466066193726
0.05,xy,q75_seed_isotonic,marker_first,SCA3,SCA3_04,8,-0.20011338227328193
0.05,xy,q75_seed_isotonic,marker_first,SCA3,SCA3_06,8,-0.04851611707807413
0.05,xy,q75_seed_isotonic,marker_first,SCA3,SCA3_09,8,0.019422449230767552
0.05,xy,q75_seed_isotonic,marker_first,WT,WT_03,4,0.05045288999791128
0.05,xy,q75_seed_isotonic,marker_first,WT,WT_04,4,-0.07866821036770377
