dt_ms,view,marker_variant,aggregation_order,endpoint_genotype,endpoint_cell,n_partner_pairs,kl_minus_firing_p
0.05,z,seed_median_curve_first,marker_first,WT,WT_09,4,-0.2186876032300943
0.05,z,seed_median_curve_first,marker_first,WT,WT_10,4,0.16961880470999763
0.05,z,seed_median_curve_first,marker_first,WT,WT_13,4,-0.3654979869530419
0.05,z,seed_median_curve_first,marker_first,WT,WT_14,4,-0.34429964925041534
0.05,z,seed_median_curve_first,marker_first,WT,WT_16,4,-0.385453093216298
0.05,z,seed_median_curve_isotonic,curve_first,SCA3,SCA3_01,8,-0.1226166906185196
0.05,z,seed_median_curve_isotonic,curve_first,SCA3,SCA3_04,8,-0.2813267459353799
0.05,z,seed_median_curve_isotonic,curve_first,SCA3,SCA3_06,8,-0.23045571393279732
0.05,z,seed_median_curve_isotonic,curve_first,SCA3,SCA3_09,8,-0.05149012644651599
0.05,z,seed_median_curve_isotonic,curve_first,WT,WT_03,4,0.08451514712522581
0.05,z,seed_median_curve_isotonic,curve_first,WT,WT_04,4,-0.1687653273831821
0.05,z,seed_median_curve_isotonic,curve_first,WT,WT_08,4,-0.34101084015426253
0.05,z,seed_median_curve_isotonic,curve_first,WT,WT_09,4,-0.22963340535427246
0.05,z,seed_median_curve_isotonic,curve_first,WT,WT_10,4,0.1218033602977535
0.05,z,seed_median_curve_isotonic,curve_first,WT,WT_13,4,-0.2389496780266074
0.05,z,seed_median_curve_isotonic,curve_first,WT,WT_14,4,-0.21651687650162077
0.05,z,seed_median_curve_isotonic,curve_first,WT,WT_16,4,-0.4222440583143696
0.05,z,seed_median_curve_isotonic,marker_first,SCA3,SCA3_01,8,-0.11670457851100124
0.05,z,seed_median_curve_isotonic,marker_first,SCA3,SCA3_04,8,-0.26551334902955903
0.05,z,seed_median_curve_isotonic,marker_first,SCA3,SCA3_06,8,-0.2375101951391904
0.05,z,seed_median_curve_isotonic,marker_first,SCA3,SCA3_09,8,0.0030489072535796746
0.05,z,seed_median_curve_isotonic,marker_first,WT,WT_03,4,0.10851586889862691
0.05,z,seed_median_curve_isotonic,marker_first,WT,WT_04,4,-0.21246365953365448
0.05,z,seed_median_curve_isotonic,marker_first,WT,WT_08,4,-0.43015290907183923
0.05,z,seed_median_curve_isotonic,marker_first,WT,WT_09,4,-0.16168208052257357
0.05,z,seed_median_curve_isotonic,marker_first,WT,WT_10,4,0.16961880470999763
0.05,z,seed_median_curve_isotonic,marker_first,WT,WT_13,4,-0.33545768918674335
0.05,z,seed_median_curve_isotonic,marker_first,WT,WT_14,4,-0.21872461327714685
0.05,z,seed_median_curve_isotonic,marker_first,WT,WT_16,4,-0.3475869497058267
0.05,z,seed_median_curve_persistent,curve_first,SCA3,SCA3_01,8,-0.12249086255821712
0.05,z,seed_median_curve_persistent,curve_first,SCA3,SCA3_04,8,-0.2813267459353799
0.05,z,seed_median_curve_persistent,curve_first,SCA3,SCA3_06,8,-0.2253430038405428
0.05,z,seed_median_curve_persistent,curve_first,SCA3,SCA3_09,8,-0.0514226615249144
0.05,z,seed_median_curve_persistent,curve_first,WT,WT_03,4,0.08451514712522581
0.05,z,seed_median_curve_persistent,curve_first,WT,WT_04,4,-0.1687653273831821
0.05,z,seed_median_curve_persistent,curve_first,WT,WT_08,4,-0.34101084015426253
0.05,z,seed_median_curve_persistent,curve_first,WT,WT_09,4,-0.22963340535427246
0.05,z,seed_median_curve_persistent,curve_first,WT,WT_10,4,0.1218033602977535
0.05,z,seed_median_curve_persistent,curve_first,WT,WT_13,4,-0.23383696793435288
0.05,z,seed_median_curve_persistent,curve_first,WT,WT_14,4,-0.2163910484413183
0.05,z,seed_median_curve_persistent,curve_first,WT,WT_16,4,-0.4222440583143696
0.05,z,seed_median_curve_persistent,marker_first,SCA3,SCA3_01,8,-0.10336580771406573
0.05,z,seed_median_curve_persistent,marker_first,SCA3,SCA3_04,8,-0.2682895347603746
0.05,z,seed_median_curve_persistent,marker_first,SCA3,SCA3_06,8,-0.22105967216773514
0.05,z,seed_median_curve_persistent,marker_first,SCA3,SCA3_09,8,0.0030489072535796746
0.05,z,seed_median_curve_persistent,marker_first,WT,WT_03,4,0.08890170774075631
0.05,z,seed_median_curve_persistent,marker_first,WT,WT_04,4,-0.20991307313627644
0.05,z,seed_median_curve_persistent,marker_first,WT,WT_08,4,-0.43055430051010846
0.05,z,seed_median_curve_persistent,marker_first,WT,WT_09,4,-0.16449606997087995
0.05,z,seed_median_curve_persistent,marker_first,WT,WT_10,4,0.16961880470999763
0.05,z,seed_median_curve_persistent,marker_first,WT,WT_13,4,-0.3303449790944888
0.05,z,seed_median_curve_persistent,marker_first,WT,WT_14,4,-0.2016498506851706
0.05,z,seed_median_curve_persistent,marker_first,WT,WT_16,4,-0.3366363154625382
