dt_ms,view,marker_variant,aggregation_order,animal_pair_key,wt_animal_id,sca3_animal_id,n_cell_pairs,kl_minus_firing_p
0.05,xy,median_seed_isotonic,marker_first,WT_DD09__TO__SCA3_DD20,WT_DD09,SCA3_DD20,6,-0.02070257823351568
0.05,xy,median_seed_isotonic,marker_first,WT_DD09__TO__SCA3_DD24,WT_DD09,SCA3_DD24,6,-0.08392983360082124
0.05,xy,median_seed_isotonic,marker_first,WT_DD10__TO__SCA3_DD20,WT_DD10,SCA3_DD20,6,-0.07456054524302391
0.05,xy,median_seed_isotonic,marker_first,WT_DD10__TO__SCA3_DD24,WT_DD10,SCA3_DD24,6,-0.22360661926082528
0.05,xy,q25_seed_isotonic,curve_first,WT_150130__TO__SCA3_DD20,WT_150130,SCA3_DD20,2,-0.14251903525073456
0.05,xy,q25_seed_isotonic,curve_first,WT_150130__TO__SCA3_DD24,WT_150130,SCA3_DD24,2,-0.1765651733952847
0.05,xy,q25_seed_isotonic,curve_first,WT_150305__TO__SCA3_DD20,WT_150305,SCA3_DD20,2,-0.15321366302144315
0.05,xy,q25_seed_isotonic,curve_first,WT_150305__TO__SCA3_DD24,WT_150305,SCA3_DD24,2,-0.37253423281073617
0.05,xy,q25_seed_isotonic,curve_first,WT_DD09__TO__SCA3_DD20,WT_DD09,SCA3_DD20,6,-0.1454998485138948
0.05,xy,q25_seed_isotonic,curve_first,WT_DD09__TO__SCA3_DD24,WT_DD09,SCA3_DD24,6,-0.18094382174597634
0.05,xy,q25_seed_isotonic,curve_first,WT_DD10__TO__SCA3_DD20,WT_DD10,SCA3_DD20,6,-0.26591583095922244
0.05,xy,q25_seed_isotonic,curve_first,WT_DD10__TO__SCA3_DD24,WT_DD10,SCA3_DD24,6,-0.30433137689812895
0.05,xy,q25_seed_isotonic,marker_first,WT_150130__TO__SCA3_DD20,WT_150130,SCA3_DD20,2,-0.09322498537999807
0.05,xy,q25_seed_isotonic,marker_first,WT_150130__TO__SCA3_DD24,WT_150130,SCA3_DD24,2,-0.17922123102959808
0.05,xy,q25_seed_isotonic,marker_first,WT_150305__TO__SCA3_DD20,WT_150305,SCA3_DD20,2,-0.0636854955127418
0.05,xy,q25_seed_isotonic,marker_first,WT_150305__TO__SCA3_DD24,WT_150305,SCA3_DD24,2,-0.20467678369750994
0.05,xy,q25_seed_isotonic,marker_first,WT_DD09__TO__SCA3_DD20,WT_DD09,SCA3_DD20,6,-0.06443643277315808
0.05,xy,q25_seed_isotonic,marker_first,WT_DD09__TO__SCA3_DD24,WT_DD09,SCA3_DD24,6,-0.13752699464696494
0.05,xy,q25_seed_isotonic,marker_first,WT_DD10__TO__SCA3_DD20,WT_DD10,SCA3_DD20,6,-0.1707799175075361
0.05,xy,q25_seed_isotonic,marker_first,WT_DD10__TO__SCA3_DD24,WT_DD10,SCA3_DD24,6,-0.26988524768038147
0.05,xy,q75_seed_isotonic,curve_first,WT_150130__TO__SCA3_DD20,WT_150130,SCA3_DD20,2,-0.1258273099602707
0.05,xy,q75_seed_isotonic,curve_first,WT_150130__TO__SCA3_DD24,WT_150130,SCA3_DD24,2,-0.10912706782409984
0.05,xy,q75_seed_isotonic,curve_first,WT_150305__TO__SCA3_DD20,WT_150305,SCA3_DD20,2,-0.13879333296513038
0.05,xy,q75_seed_isotonic,curve_first,WT_150305__TO__SCA3_DD24,WT_150305,SCA3_DD24,2,-0.3300185298779461
0.05,xy,q75_seed_isotonic,curve_first,WT_DD09__TO__SCA3_DD20,WT_DD09,SCA3_DD20,6,-0.13521134801352414
0.05,xy,q75_seed_isotonic,curve_first,WT_DD09__TO__SCA3_DD24,WT_DD09,SCA3_DD24,6,-0.02881163183497086
0.05,xy,q75_seed_isotonic,curve_first,WT_DD10__TO__SCA3_DD20,WT_DD10,SCA3_DD20,6,-0.16772880901996534
0.05,xy,q75_seed_isotonic,curve_first,WT_DD10__TO__SCA3_DD24,WT_DD10,SCA3_DD24,6,-0.1801779629656009
0.05,xy,q75_seed_isotonic,marker_first,WT_150130__TO__SCA3_DD20,WT_150130,SCA3_DD20,2,-0.004403942012894929
0.05,xy,q75_seed_isotonic,marker_first,WT_150130__TO__SCA3_DD24,WT_150130,SCA3_DD24,2,0.05045288999791128
0.05,xy,q75_seed_isotonic,marker_first,WT_150305__TO__SCA3_DD20,WT_150305,SCA3_DD20,2,-0.01717924300054119
0.05,xy,q75_seed_isotonic,marker_first,WT_150305__TO__SCA3_DD24,WT_150305,SCA3_DD24,2,-0.1389020722879461
0.05,xy,q75_seed_isotonic,marker_first,WT_DD09__TO__SCA3_DD20,WT_DD09,SCA3_DD20,6,-0.01183227540447404
0.05,xy,q75_seed_isotonic,marker_first,WT_DD09__TO__SCA3_DD24,WT_DD09,SCA3_DD24,6,0.019422449230767552
0.05,xy,q75_seed_isotonic,marker_first,WT_DD10__TO__SCA3_DD20,WT_DD10,SCA3_DD20,6,-0.04279595541108727
0.05,xy,q75_seed_isotonic,marker_first,WT_DD10__TO__SCA3_DD24,WT_DD10,SCA3_DD24,6,-0.11057614939186741
0.05,xy,seed_median_curve_first,curve_first,WT_150130__TO__SCA3_DD20,WT_150130,SCA3_DD20,2,-0.13512494816956683
0.05,xy,seed_median_curve_first,curve_first,WT_150130__TO__SCA3_DD24,WT_150130,SCA3_DD24,2,-0.1614902144322379
0.05,xy,seed_median_curve_first,curve_first,WT_150305__TO__SCA3_DD20,WT_150305,SCA3_DD20,2,-0.1442355714156679
0.05,xy,seed_median_curve_first,curve_first,WT_150305__TO__SCA3_DD24,WT_150305,SCA3_DD24,2,-0.3556695696806834
0.05,xy,seed_median_curve_first,curve_first,WT_DD09__TO__SCA3_DD20,WT_DD09,SCA3_DD20,6,-0.1408497061676252
0.05,xy,seed_median_curve_first,curve_first,WT_DD09__TO__SCA3_DD24,WT_DD09,SCA3_DD24,6,-0.10136669131286034
0.05,xy,seed_median_curve_first,curve_first,WT_DD10__TO__SCA3_DD20,WT_DD10,SCA3_DD20,6,-0.17712087786362957
0.05,xy,seed_median_curve_first,curve_first,WT_DD10__TO__SCA3_DD24,WT_DD10,SCA3_DD24,6,-0.329475924103494
0.05,xy,seed_median_curve_first,marker_first,WT_150130__TO__SCA3_DD20,WT_150130,SCA3_DD20,2,-0.06316891835663913
0.05,xy,seed_median_curve_first,marker_first,WT_150130__TO__SCA3_DD24,WT_150130,SCA3_DD24,2,-0.08742333868522476
0.05,xy,seed_median_curve_first,marker_first,WT_150305__TO__SCA3_DD20,WT_150305,SCA3_DD20,2,-0.05030704395075053
0.05,xy,seed_median_curve_first,marker_first,WT_150305__TO__SCA3_DD24,WT_150305,SCA3_DD24,2,-0.15789989322860776
0.05,xy,seed_median_curve_first,marker_first,WT_DD09__TO__SCA3_DD20,WT_DD09,SCA3_DD20,6,-0.022236979530837364
0.05,xy,seed_median_curve_first,marker_first,WT_DD09__TO__SCA3_DD24,WT_DD09,SCA3_DD24,6,-0.15568361366868524
0.05,xy,seed_median_curve_first,marker_first,WT_DD10__TO__SCA3_DD20,WT_DD10,SCA3_DD20,6,-0.15931661101157268
0.05,xy,seed_median_curve_first,marker_first,WT_DD10__TO__SCA3_DD24,WT_DD10,SCA3_DD24,6,-0.260631573573092
0.05,xy,seed_median_curve_isotonic,curve_first,WT_150130__TO__SCA3_DD20,WT_150130,SCA3_DD20,2,-0.13512494816956683
0.05,xy,seed_median_curve_isotonic,curve_first,WT_150130__TO__SCA3_DD24,WT_150130,SCA3_DD24,2,-0.12879473677819164
0.05,xy,seed_median_curve_isotonic,curve_first,WT_150305__TO__SCA3_DD20,WT_150305,SCA3_DD20,2,-0.1442355714156679
0.05,xy,seed_median_curve_isotonic,curve_first,WT_150305__TO__SCA3_DD24,WT_150305,SCA3_DD24,2,-0.3556695696806834
0.05,xy,seed_median_curve_isotonic,curve_first,WT_DD09__TO__SCA3_DD20,WT_DD09,SCA3_DD20,6,-0.1408497061676252
0.05,xy,seed_median_curve_isotonic,curve_first,WT_DD09__TO__SCA3_DD24,WT_DD09,SCA3_DD24,6,-0.10136669131286034
0.05,xy,seed_median_curve_isotonic,curve_first,WT_DD10__TO__SCA3_DD20,WT_DD10,SCA3_DD20,6,-0.17712087786362957
0.05,xy,seed_median_curve_isotonic,curve_first,WT_DD10__TO__SCA3_DD24,WT_DD10,SCA3_DD24,6,-0.14454153815241783
0.05,xy,seed_median_curve_isotonic,marker_first,WT_150130__TO__SCA3_DD20,WT_150130,SCA3_DD20,2,-0.0396791334041556
0.05,xy,seed_median_curve_isotonic,marker_first,WT_150130__TO__SCA3_DD24,WT_150130,SCA3_DD24,2,-0.044540376906546886
0.05,xy,seed_median_curve_isotonic,marker_first,WT_150305__TO__SCA3_DD20,WT_150305,SCA3_DD20,2,-0.04884385532241037
0.05,xy,seed_median_curve_isotonic,marker_first,WT_150305__TO__SCA3_DD24,WT_150305,SCA3_DD24,2,-0.15789989322860776
0.05,xy,seed_median_curve_isotonic,marker_first,WT_DD09__TO__SCA3_DD20,WT_DD09,SCA3_DD20,6,-0.022236979530837364
0.05,xy,seed_median_curve_isotonic,marker_first,WT_DD09__TO__SCA3_DD24,WT_DD09,SCA3_DD24,6,-0.06513267836946757
0.05,xy,seed_median_curve_isotonic,marker_first,WT_DD10__TO__SCA3_DD20,WT_DD10,SCA3_DD20,6,-0.08665316995296071
0.05,xy,seed_median_curve_isotonic,marker_first,WT_DD10__TO__SCA3_DD24,WT_DD10,SCA3_DD24,6,-0.1373851330882352
0.05,xy,seed_median_curve_persistent,curve_first,WT_150130__TO__SCA3_DD20,WT_150130,SCA3_DD20,2,-0.13512494816956683
0.05,xy,seed_median_curve_persistent,curve_first,WT_150130__TO__SCA3_DD24,WT_150130,SCA3_DD24,2,-0.09025619734722126
0.05,xy,seed_median_curve_persistent,curve_first,WT_150305__TO__SCA3_DD20,WT_150305,SCA3_DD20,2,-0.1442355714156679
0.05,xy,seed_median_curve_persistent,curve_first,WT_150305__TO__SCA3_DD24,WT_150305,SCA3_DD24,2,-0.3556695696806834
0.05,xy,seed_median_curve_persistent,curve_first,WT_DD09__TO__SCA3_DD20,WT_DD09,SCA3_DD20,6,-0.1408497061676252
0.05,xy,seed_median_curve_persistent,curve_first,WT_DD09__TO__SCA3_DD24,WT_DD09,SCA3_DD24,6,-0.09973014503564319
0.05,xy,seed_median_curve_persistent,curve_first,WT_DD10__TO__SCA3_DD20,WT_DD10,SCA3_DD20,6,-0.17712087786362957
0.05,xy,seed_median_curve_persistent,curve_first,WT_DD10__TO__SCA3_DD24,WT_DD10,SCA3_DD24,6,-0.11819909808840659
0.05,xy,seed_median_curve_persistent,marker_first,WT_150130__TO__SCA3_DD20,WT_150130,SCA3_DD20,2,-0.03449458525882118
0.05,xy,seed_median_curve_persistent,marker_first,WT_150130__TO__SCA3_DD24,WT_150130,SCA3_DD24,2,-0.04146420195609568
0.05,xy,seed_median_curve_persistent,marker_first,WT_150305__TO__SCA3_DD20,WT_150305,SCA3_DD20,2,-0.040553929715825277
0.05,xy,seed_median_curve_persistent,marker_first,WT_150305__TO__SCA3_DD24,WT_150305,SCA3_DD24,2,-0.15789989322860776
0.05,xy,seed_median_curve_persistent,marker_first,WT_DD09__TO__SCA3_DD20,WT_DD09,SCA3_DD20,6,-0.022236979530837364
0.05,xy,seed_median_curve_persistent,marker_first,WT_DD09__TO__SCA3_DD24,WT_DD09,SCA3_DD24,6,-0.10420919142338886
0.05,xy,seed_median_curve_persistent,marker_first,WT_DD10__TO__SCA3_DD20,WT_DD10,SCA3_DD20,6,-0.0864972092503549
0.05,xy,seed_median_curve_persistent,marker_first,WT_DD10__TO__SCA3_DD24,WT_DD10,SCA3_DD24,6,-0.11454012165446129
0.05,xyz,median_seed_isotonic,curve_first,WT_150130__TO__SCA3_DD20,WT_150130,SCA3_DD20,2,-0.004497435412299716
0.05,xyz,median_seed_isotonic,curve_first,WT_150130__TO__SCA3_DD24,WT_150130,SCA3_DD24,2,0.08478656222247682
0.05,xyz,median_seed_isotonic,curve_first,WT_150305__TO__SCA3_DD20,WT_150305,SCA3_DD20,2,-0.1384860448077973
0.05,xyz,median_seed_isotonic,curve_first,WT_150305__TO__SCA3_DD24,WT_150305,SCA3_DD24,2,-0.1639036247619575
0.05,xyz,median_seed_isotonic,curve_first,WT_DD09__TO__SCA3_DD20,WT_DD09,SCA3_DD20,6,-0.1675924128793448
0.05,xyz,median_seed_isotonic,curve_first,WT_DD09__TO__SCA3_DD24,WT_DD09,SCA3_DD24,6,-0.009043820013325654
0.05,xyz,median_seed_isotonic,curve_first,WT_DD10__TO__SCA3_DD20,WT_DD10,SCA3_DD20,6,-0.2822758711991707
0.05,xyz,median_seed_isotonic,curve_first,WT_DD10__TO__SCA3_DD24,WT_DD10,SCA3_DD24,6,-0.22683690517294006
0.05,xyz,median_seed_isotonic,marker_first,WT_150130__TO__SCA3_DD20,WT_150130,SCA3_DD20,2,-0.030567200059776117
0.05,xyz,median_seed_isotonic,marker_first,WT_150130__TO__SCA3_DD24,WT_150130,SCA3_DD24,2,0.05937969817243105
0.05,xyz,median_seed_isotonic,marker_first,WT_150305__TO__SCA3_DD20,WT_150305,SCA3_DD20,2,-0.08098359430838381
0.05,xyz,median_seed_isotonic,marker_first,WT_150305__TO__SCA3_DD24,WT_150305,SCA3_DD24,2,-0.19091203012289568
0.05,xyz,median_seed_isotonic,marker_first,WT_DD09__TO__SCA3_DD20,WT_DD09,SCA3_DD20,6,-0.18304994970605407
0.05,xyz,median_seed_isotonic,marker_first,WT_DD09__TO__SCA3_DD24,WT_DD09,SCA3_DD24,6,-0.021564530103826585
0.05,xyz,median_seed_isotonic,marker_first,WT_DD10__TO__SCA3_DD20,WT_DD10,SCA3_DD20,6,-0.3360883657466136
0.05,xyz,median_seed_isotonic,marker_first,WT_DD10__TO__SCA3_DD24,WT_DD10,SCA3_DD24,6,-0.24448453737028453
0.05,xyz,q25_seed_isotonic,curve_first,WT_150130__TO__SCA3_DD20,WT_150130,SCA3_DD20,2,-0.005534061464885831
0.05,xyz,q25_seed_isotonic,curve_first,WT_150130__TO__SCA3_DD24,WT_150130,SCA3_DD24,2,0.029374984348405492
0.05,xyz,q25_seed_isotonic,curve_first,WT_150305__TO__SCA3_DD20,WT_150305,SCA3_DD20,2,-0.1486765900219445
0.05,xyz,q25_seed_isotonic,curve_first,WT_150305__TO__SCA3_DD24,WT_150305,SCA3_DD24,2,-0.17608372708985495
0.05,xyz,q25_seed_isotonic,curve_first,WT_DD09__TO__SCA3_DD20,WT_DD09,SCA3_DD20,6,-0.17483147171684443
0.05,xyz,q25_seed_isotonic,curve_first,WT_DD09__TO__SCA3_DD24,WT_DD09,SCA3_DD24,6,-0.07109505969811131
0.05,xyz,q25_seed_isotonic,curve_first,WT_DD10__TO__SCA3_DD20,WT_DD10,SCA3_DD20,6,-0.301222139063205
0.05,xyz,q25_seed_isotonic,curve_first,WT_DD10__TO__SCA3_DD24,WT_DD10,SCA3_DD24,6,-0.3614981100214998
0.05,xyz,q25_seed_isotonic,marker_first,WT_150130__TO__SCA3_DD20,WT_150130,SCA3_DD20,2,-0.05221939288580721
0.05,xyz,q25_seed_isotonic,marker_first,WT_150130__TO__SCA3_DD24,WT_150130,SCA3_DD24,2,-0.12307454717429042
0.05,xyz,q25_seed_isotonic,marker_first,WT_150305__TO__SCA3_DD20,WT_150305,SCA3_DD20,2,-0.1420399726427376
0.05,xyz,q25_seed_isotonic,marker_first,WT_150305__TO__SCA3_DD24,WT_150305,SCA3_DD24,2,-0.2536197116611968
0.05,xyz,q25_seed_isotonic,marker_first,WT_DD09__TO__SCA3_DD20,WT_DD09,SCA3_DD20,6,-0.18869591318358853
0.05,xyz,q25_seed_isotonic,marker_first,WT_DD09__TO__SCA3_DD24,WT_DD09,SCA3_DD24,6,-0.08517495051323876
0.05,xyz,q25_seed_isotonic,marker_first,WT_DD10__TO__SCA3_DD20,WT_DD10,SCA3_DD20,6,-0.37357697413790275
0.05,xyz,q25_seed_isotonic,marker_first,WT_DD10__TO__SCA3_DD24,WT_DD10,SCA3_DD24,6,-0.38053526426743345
0.05,xyz,q75_seed_isotonic,curve_first,WT_150130__TO__SCA3_DD20,WT_150130,SCA3_DD20,2,0.00914676957176741
0.05,xyz,q75_seed_isotonic,curve_first,WT_150130__TO__SCA3_DD24,WT_150130,SCA3_DD24,2,0.09471748261078614
0.05,xyz,q75_seed_isotonic,curve_first,WT_150305__TO__SCA3_DD20,WT_150305,SCA3_DD20,2,-0.13191468901521053
0.05,xyz,q75_seed_isotonic,curve_first,WT_150305__TO__SCA3_DD24,WT_150305,SCA3_DD24,2,-0.1489000754875984
0.05,xyz,q75_seed_isotonic,curve_first,WT_DD09__TO__SCA3_DD20,WT_DD09,SCA3_DD20,6,-0.1645925395607455
0.05,xyz,q75_seed_isotonic,curve_first,WT_DD09__TO__SCA3_DD24,WT_DD09,SCA3_DD24,6,0.06744911743121496
0.05,xyz,q75_seed_isotonic,curve_first,WT_DD10__TO__SCA3_DD20,WT_DD10,SCA3_DD20,6,-0.274184307012272
0.05,xyz,q75_seed_isotonic,curve_first,WT_DD10__TO__SCA3_DD24,WT_DD10,SCA3_DD24,6,-0.1458979007549772
0.05,xyz,q75_seed_isotonic,marker_first,WT_150130__TO__SCA3_DD20,WT_150130,SCA3_DD20,2,0.013853893599266781
0.05,xyz,q75_seed_isotonic,marker_first,WT_150130__TO__SCA3_DD24,WT_150130,SCA3_DD24,2,0.09954874155467305
0.05,xyz,q75_seed_isotonic,marker_first,WT_150305__TO__SCA3_DD20,WT_150305,SCA3_DD20,2,-0.06542552249041417
0.05,xyz,q75_seed_isotonic,marker_first,WT_150305__TO__SCA3_DD24,WT_150305,SCA3_DD24,2,-0.16061390761742714
0.05,xyz,q75_seed_isotonic,marker_first,WT_DD09__TO__SCA3_DD20,WT_DD09,SCA3_DD20,6,-0.1711879792155817
0.05,xyz,q75_seed_isotonic,marker_first,WT_DD09__TO__SCA3_DD24,WT_DD09,SCA3_DD24,6,0.055149338070753895
0.05,xyz,q75_seed_isotonic,marker_first,WT_DD10__TO__SCA3_DD20,WT_DD10,SCA3_DD20,6,-0.3024824822115004
0.05,xyz,q75_seed_isotonic,marker_first,WT_DD10__TO__SCA3_DD24,WT_DD10,SCA3_DD24,6,-0.03683506892530819
0.05,xyz,seed_median_curve_first,curve_first,WT_150130__TO__SCA3_DD20,WT_150130,SCA3_DD20,2,-0.001953187302331655
0.05,xyz,seed_median_curve_first,curve_first,WT_150130__TO__SCA3_DD24,WT_150130,SCA3_DD24,2,0.05654168427607334
0.05,xyz,seed_median_curve_first,curve_first,WT_150305__TO__SCA3_DD20,WT_150305,SCA3_DD20,2,-0.1384860448077973
0.05,xyz,seed_median_curve_first,curve_first,WT_150305__TO__SCA3_DD24,WT_150305,SCA3_DD24,2,-0.16365277215541743
0.05,xyz,seed_median_curve_first,curve_first,WT_DD09__TO__SCA3_DD20,WT_DD09,SCA3_DD20,6,-0.16831285830364856
0.05,xyz,seed_median_curve_first,curve_first,WT_DD09__TO__SCA3_DD24,WT_DD09,SCA3_DD24,6,-0.01147601480747612
0.05,xyz,seed_median_curve_first,curve_first,WT_DD10__TO__SCA3_DD20,WT_DD10,SCA3_DD20,6,-0.2815556172422262
0.05,xyz,seed_median_curve_first,curve_first,WT_DD10__TO__SCA3_DD24,WT_DD10,SCA3_DD24,6,-0.2996429668379639
0.05,xyz,seed_median_curve_first,marker_first,WT_150130__TO__SCA3_DD20,WT_150130,SCA3_DD20,2,-0.047109533562612244
0.05,xyz,seed_median_curve_first,marker_first,WT_150130__TO__SCA3_DD24,WT_150130,SCA3_DD24,2,0.025718235660322775
0.05,xyz,seed_median_curve_first,marker_first,WT_150305__TO__SCA3_DD20,WT_150305,SCA3_DD20,2,-0.08098359430838381
0.05,xyz,seed_median_curve_first,marker_first,WT_150305__TO__SCA3_DD24,WT_150305,SCA3_DD24,2,-0.1917639812263743
0.05,xyz,seed_median_curve_first,marker_first,WT_DD09__TO__SCA3_DD20,WT_DD09,SCA3_DD20,6,-0.18478056167757076
0.05,xyz,seed_median_curve_first,marker_first,WT_DD09__TO__SCA3_DD24,WT_DD09,SCA3_DD24,6,-0.02305848301083352
0.05,xyz,seed_median_curve_first,marker_first,WT_DD10__TO__SCA3_DD20,WT_DD10,SCA3_DD20,6,-0.39330054383422064
0.05,xyz,seed_median_curve_first,marker_first,WT_DD10__TO__SCA3_DD24,WT_DD10,SCA3_DD24,6,-0.33773921840282334
0.05,xyz,seed_median_curve_isotonic,curve_first,WT_150130__TO__SCA3_DD20,WT_150130,SCA3_DD20,2,-0.001953187302331655
0.05,xyz,seed_median_curve_isotonic,curve_first,WT_150130__TO__SCA3_DD24,WT_150130,SCA3_DD24,2,0.0826993016454248
0.05,xyz,seed_median_curve_isotonic,curve_first,WT_150305__TO__SCA3_DD20,WT_150305,SCA3_DD20,2,-0.1384860448077973
0.05,xyz,seed_median_curve_isotonic,curve_first,WT_150305__TO__SCA3_DD24,WT_150305,SCA3_DD24,2,-0.16437596424212034
0.05,xyz,seed_median_curve_isotonic,curve_first,WT_DD09__TO__SCA3_DD20,WT_DD09,SCA3_DD20,6,-0.16831285830364856
0.05,xyz,seed_median_curve_isotonic,curve_first,WT_DD09__TO__SCA3_DD24,WT_DD09,SCA3_DD24,6,-0.011019854743871293
0.05,xyz,seed_median_curve_isotonic,curve_first,WT_DD10__TO__SCA3_DD20,WT_DD10,SCA3_DD20,6,-0.2815556172422262
0.05,xyz,seed_median_curve_isotonic,curve_first,WT_DD10__TO__SCA3_DD24,WT_DD10,SCA3_DD24,6,-0.2726716208790605
0.05,xyz,seed_median_curve_isotonic,marker_first,WT_150130__TO__SCA3_DD20,WT_150130,SCA3_DD20,2,-0.035804845744718705
0.05,xyz,seed_median_curve_isotonic,marker_first,WT_150130__TO__SCA3_DD24,WT_150130,SCA3_DD24,2,0.07242971102205359
0.05,xyz,seed_median_curve_isotonic,marker_first,WT_150305__TO__SCA3_DD20,WT_150305,SCA3_DD20,2,-0.08098359430838381
0.05,xyz,seed_median_curve_isotonic,marker_first,WT_150305__TO__SCA3_DD24,WT_150305,SCA3_DD24,2,-0.17787444249120293
0.05,xyz,seed_median_curve_isotonic,marker_first,WT_DD09__TO__SCA3_DD20,WT_DD09,SCA3_DD20,6,-0.18253258635335493
0.05,xyz,seed_median_curve_isotonic,marker_first,WT_DD09__TO__SCA3_DD24,WT_DD09,SCA3_DD24,6,-0.022402851621809328
0.05,xyz,seed_median_curve_isotonic,marker_first,WT_DD10__TO__SCA3_DD20,WT_DD10,SCA3_DD20,6,-0.33816354442013874
0.05,xyz,seed_median_curve_isotonic,marker_first,WT_DD10__TO__SCA3_DD24,WT_DD10,SCA3_DD24,6,-0.2087104698031454
0.05,xyz,seed_median_curve_persistent,curve_first,WT_150130__TO__SCA3_DD20,WT_150130,SCA3_DD20,2,-0.001953187302331655
0.05,xyz,seed_median_curve_persistent,curve_first,WT_150130__TO__SCA3_DD24,WT_150130,SCA3_DD24,2,0.08630240123713703
0.05,xyz,seed_median_curve_persistent,curve_first,WT_150305__TO__SCA3_DD20,WT_150305,SCA3_DD20,2,-0.1384860448077973
0.05,xyz,seed_median_curve_persistent,curve_first,WT_150305__TO__SCA3_DD24,WT_150305,SCA3_DD24,2,-0.16365277215541743
0.05,xyz,seed_median_curve_persistent,curve_first,WT_DD09__TO__SCA3_DD20,WT_DD09,SCA3_DD20,6,-0.16831285830364856
0.05,xyz,seed_median_curve_persistent,curve_first,WT_DD09__TO__SCA3_DD24,WT_DD09,SCA3_DD24,6,-0.01147601480747612
0.05,xyz,seed_median_curve_persistent,curve_first,WT_DD10__TO__SCA3_DD20,WT_DD10,SCA3_DD20,6,-0.2815556172422262
0.05,xyz,seed_median_curve_persistent,curve_first,WT_DD10__TO__SCA3_DD24,WT_DD10,SCA3_DD24,6,-0.15549975563404989
0.05,xyz,seed_median_curve_persistent,marker_first,WT_150130__TO__SCA3_DD20,WT_150130,SCA3_DD20,2,-0.032044637893400396
0.05,xyz,seed_median_curve_persistent,marker_first,WT_150130__TO__SCA3_DD24,WT_150130,SCA3_DD24,2,0.03721056284862956
0.05,xyz,seed_median_curve_persistent,marker_first,WT_150305__TO__SCA3_DD20,WT_150305,SCA3_DD20,2,-0.08098359430838381
0.05,xyz,seed_median_curve_persistent,marker_first,WT_150305__TO__SCA3_DD24,WT_150305,SCA3_DD24,2,-0.15973684014344774
0.05,xyz,seed_median_curve_persistent,marker_first,WT_DD09__TO__SCA3_DD20,WT_DD09,SCA3_DD20,6,-0.18478056167757076
0.05,xyz,seed_median_curve_persistent,marker_first,WT_DD09__TO__SCA3_DD24,WT_DD09,SCA3_DD24,6,-0.02305848301083352
0.05,xyz,seed_median_curve_persistent,marker_first,WT_DD10__TO__SCA3_DD20,WT_DD10,SCA3_DD20,6,-0.3306601707804173
0.05,xyz,seed_median_curve_persistent,marker_first,WT_DD10__TO__SCA3_DD24,WT_DD10,SCA3_DD24,6,-0.12120574534730794
0.05,z,median_seed_isotonic,curve_first,WT_150130__TO__SCA3_DD20,WT_150130,SCA3_DD20,2,0.028323263849573177
0.05,z,median_seed_isotonic,curve_first,WT_150130__TO__SCA3_DD24,WT_150130,SCA3_DD24,2,0.12533425821416494
0.05,z,median_seed_isotonic,curve_first,WT_150305__TO__SCA3_DD20,WT_150305,SCA3_DD20,2,-0.1687653273831821
0.05,z,median_seed_isotonic,curve_first,WT_150305__TO__SCA3_DD24,WT_150305,SCA3_DD24,2,-0.19094874255668168
0.05,z,median_seed_isotonic,curve_first,WT_DD09__TO__SCA3_DD20,WT_DD09,SCA3_DD20,6,-0.16404008117322993
0.05,z,median_seed_isotonic,curve_first,WT_DD09__TO__SCA3_DD24,WT_DD09,SCA3_DD24,6,0.0036301108192386272
0.05,z,median_seed_isotonic,curve_first,WT_DD10__TO__SCA3_DD20,WT_DD10,SCA3_DD20,6,-0.22257651105015952
0.05,z,median_seed_isotonic,curve_first,WT_DD10__TO__SCA3_DD24,WT_DD10,SCA3_DD24,6,-0.332048635794891
0.05,z,median_seed_isotonic,marker_first,WT_150130__TO__SCA3_DD20,WT_150130,SCA3_DD20,2,0.03693127094775772
0.05,z,median_seed_isotonic,marker_first,WT_150130__TO__SCA3_DD24,WT_150130,SCA3_DD24,2,0.1658298800220218
0.05,z,median_seed_isotonic,marker_first,WT_150305__TO__SCA3_DD20,WT_150305,SCA3_DD20,2,-0.16267411056589046
0.05,z,median_seed_isotonic,marker_first,WT_150305__TO__SCA3_DD24,WT_150305,SCA3_DD24,2,-0.3063561957551477
0.05,z,median_seed_isotonic,marker_first,WT_DD09__TO__SCA3_DD20,WT_DD09,SCA3_DD20,6,-0.15827108677777463
0.05,z,median_seed_isotonic,marker_first,WT_DD09__TO__SCA3_DD24,WT_DD09,SCA3_DD24,6,0.010576179634717409
0.05,z,median_seed_isotonic,marker_first,WT_DD10__TO__SCA3_DD20,WT_DD10,SCA3_DD20,6,-0.3140296025104552
0.05,z,median_seed_isotonic,marker_first,WT_DD10__TO__SCA3_DD24,WT_DD10,SCA3_DD24,6,-0.30916878204485265
0.05,z,q25_seed_isotonic,curve_first,WT_150130__TO__SCA3_DD20,WT_150130,SCA3_DD20,2,0.02015498753933931
0.05,z,q25_seed_isotonic,curve_first,WT_150130__TO__SCA3_DD24,WT_150130,SCA3_DD24,2,0.05889749569474717
0.05,z,q25_seed_isotonic,curve_first,WT_150305__TO__SCA3_DD20,WT_150305,SCA3_DD20,2,-0.18475486760246107
0.05,z,q25_seed_isotonic,curve_first,WT_150305__TO__SCA3_DD24,WT_150305,SCA3_DD24,2,-0.26865555241511097
