group,cell_id,abf_path,sweep_index,current_pA,onset_ms,offset_ms,main_cell_include,phenotype,forced_valid_zero,excluded_above_valid_range,primary_current_range,total_spike_count,sustained_spike_count,total_rate_hz,sustained_rate_hz,first_spike_latency_ms,early_spike_count,late_spike_count,depolarization_block_candidate
SCA3,SCA3_06,/root/neurothermo/SCA3/cc_06.abf,10,500.0,131.20000000000002,1131.2,1,regular,0,0,1,17,17,17.171717171717173,17.171717171717173,94.6,6,4,0
SCA3,SCA3_06,/root/neurothermo/SCA3/cc_06.abf,11,550.0,131.20000000000002,1131.2,1,regular,0,0,1,29,29,29.292929292929294,29.292929292929294,77.39999999999998,10,9,0
SCA3,SCA3_06,/root/neurothermo/SCA3/cc_06.abf,12,600.0,131.20000000000002,1131.2,1,regular,0,0,1,39,39,39.39393939393939,39.39393939393939,53.19999999999999,14,12,0
SCA3,SCA3_07,/root/neurothermo/SCA3/cc_07.abf,0,0.0,131.20000000000002,1131.2,1,regular,0,0,1,0,0,0.0,0.0,,0,0,0
SCA3,SCA3_07,/root/neurothermo/SCA3/cc_07.abf,1,50.0,131.20000000000002,1131.2,1,regular,0,0,1,0,0,0.0,0.0,,0,0,0
SCA3,SCA3_07,/root/neurothermo/SCA3/cc_07.abf,2,100.0,131.20000000000002,1131.2,1,regular,0,0,1,0,0,0.0,0.0,,0,0,0
SCA3,SCA3_07,/root/neurothermo/SCA3/cc_07.abf,3,150.0,131.20000000000002,1131.2,1,regular,0,0,1,0,0,0.0,0.0,,0,0,0
SCA3,SCA3_07,/root/neurothermo/SCA3/cc_07.abf,4,200.0,131.20000000000002,1131.2,1,regular,0,0,1,1,0,1.0101010101010102,0.0,251.00000000000003,1,0,0
SCA3,SCA3_07,/root/neurothermo/SCA3/cc_07.abf,5,250.0,131.20000000000002,1131.2,1,regular,0,0,1,1,0,1.0101010101010102,0.0,90.79999999999998,1,0,0
SCA3,SCA3_07,/root/neurothermo/SCA3/cc_07.abf,6,300.0,131.20000000000002,1131.2,1,regular,0,0,1,0,0,0.0,0.0,,0,0,0
SCA3,SCA3_07,/root/neurothermo/SCA3/cc_07.abf,7,350.0,131.20000000000002,1131.2,1,regular,0,0,1,0,0,0.0,0.0,,0,0,0
SCA3,SCA3_07,/root/neurothermo/SCA3/cc_07.abf,8,400.0,131.20000000000002,1131.2,1,regular,0,0,1,0,0,0.0,0.0,,0,0,0
SCA3,SCA3_07,/root/neurothermo/SCA3/cc_07.abf,9,450.0,131.20000000000002,1131.2,1,regular,0,0,1,0,0,0.0,0.0,,0,0,0
SCA3,SCA3_07,/root/neurothermo/SCA3/cc_07.abf,10,500.0,131.20000000000002,1131.2,1,regular,0,0,1,1,0,1.0101010101010102,0.0,51.099999999999994,1,0,0
SCA3,SCA3_07,/root/neurothermo/SCA3/cc_07.abf,11,550.0,131.20000000000002,1131.2,1,regular,0,0,1,9,9,9.090909090909092,9.090909090909092,8.0,9,0,1
SCA3,SCA3_07,/root/neurothermo/SCA3/cc_07.abf,12,600.0,131.20000000000002,1131.2,1,regular,0,0,1,18,18,18.181818181818183,18.181818181818183,22.900000000000006,8,5,0
SCA3,SCA3_08,/root/neurothermo/SCA3/cc_08.abf,0,0.0,131.20000000000002,1131.2,1,regular,0,0,1,0,0,0.0,0.0,,0,0,0
SCA3,SCA3_08,/root/neurothermo/SCA3/cc_08.abf,1,50.0,131.20000000000002,1131.2,1,regular,0,0,1,0,0,0.0,0.0,,0,0,0
SCA3,SCA3_08,/root/neurothermo/SCA3/cc_08.abf,2,100.0,131.20000000000002,1131.2,1,regular,0,0,1,0,0,0.0,0.0,,0,0,0
SCA3,SCA3_08,/root/neurothermo/SCA3/cc_08.abf,3,150.0,131.20000000000002,1131.2,1,regular,0,0,1,0,0,0.0,0.0,,0,0,0
SCA3,SCA3_08,/root/neurothermo/SCA3/cc_08.abf,4,200.0,131.20000000000002,1131.2,1,regular,0,0,1,1,0,1.0101010101010102,0.0,442.29999999999995,0,0,0
SCA3,SCA3_08,/root/neurothermo/SCA3/cc_08.abf,5,250.0,131.20000000000002,1131.2,1,regular,0,0,1,0,0,0.0,0.0,,0,0,0
SCA3,SCA3_08,/root/neurothermo/SCA3/cc_08.abf,6,300.0,131.20000000000002,1131.2,1,regular,0,0,1,0,0,0.0,0.0,,0,0,0
SCA3,SCA3_08,/root/neurothermo/SCA3/cc_08.abf,7,350.0,131.20000000000002,1131.2,1,regular,0,0,1,0,0,0.0,0.0,,0,0,0
SCA3,SCA3_08,/root/neurothermo/SCA3/cc_08.abf,8,400.0,131.20000000000002,1131.2,1,regular,0,0,1,6,6,6.0606060606060606,6.0606060606060606,391.5,0,3,0
SCA3,SCA3_08,/root/neurothermo/SCA3/cc_08.abf,9,450.0,131.20000000000002,1131.2,1,regular,0,0,1,10,10,10.1010101010101,10.1010101010101,294.9,1,5,0
SCA3,SCA3_08,/root/neurothermo/SCA3/cc_08.abf,10,500.0,131.20000000000002,1131.2,1,regular,0,0,1,15,15,15.151515151515152,15.151515151515152,216.70000000000002,3,6,0
SCA3,SCA3_08,/root/neurothermo/SCA3/cc_08.abf,11,550.0,131.20000000000002,1131.2,1,regular,0,0,1,18,18,18.181818181818183,18.181818181818183,207.29999999999998,3,7,0
SCA3,SCA3_08,/root/neurothermo/SCA3/cc_08.abf,12,600.0,131.20000000000002,1131.2,1,regular,0,0,1,22,22,22.22222222222222,22.22222222222222,170.4,5,9,0
SCA3,SCA3_09,/root/neurothermo/SCA3/cc_09.abf,0,0.0,131.20000000000002,1131.2,1,regular,0,0,1,0,0,0.0,0.0,,0,0,0
SCA3,SCA3_09,/root/neurothermo/SCA3/cc_09.abf,1,50.0,131.20000000000002,1131.2,1,regular,0,0,1,1,0,1.0101010101010102,0.0,949.3,0,1,0
SCA3,SCA3_09,/root/neurothermo/SCA3/cc_09.abf,2,100.0,131.20000000000002,1131.2,1,regular,0,0,1,0,0,0.0,0.0,,0,0,0
SCA3,SCA3_09,/root/neurothermo/SCA3/cc_09.abf,3,150.0,131.20000000000002,1131.2,1,regular,0,0,1,1,0,1.0101010101010102,0.0,418.9,0,0,0
SCA3,SCA3_09,/root/neurothermo/SCA3/cc_09.abf,4,200.0,131.20000000000002,1131.2,1,regular,0,0,1,0,0,0.0,0.0,,0,0,0
SCA3,SCA3_09,/root/neurothermo/SCA3/cc_09.abf,5,250.0,131.20000000000002,1131.2,1,regular,0,0,1,0,0,0.0,0.0,,0,0,0
SCA3,SCA3_09,/root/neurothermo/SCA3/cc_09.abf,6,300.0,131.20000000000002,1131.2,1,regular,0,0,1,6,6,6.0606060606060606,6.0606060606060606,358.4,0,2,0
SCA3,SCA3_09,/root/neurothermo/SCA3/cc_09.abf,7,350.0,131.20000000000002,1131.2,1,regular,0,0,1,9,9,9.090909090909092,9.090909090909092,312.5,1,4,0
SCA3,SCA3_09,/root/neurothermo/SCA3/cc_09.abf,8,400.0,131.20000000000002,1131.2,1,regular,0,0,1,16,16,16.161616161616163,16.161616161616163,259.79999999999995,2,7,0
SCA3,SCA3_09,/root/neurothermo/SCA3/cc_09.abf,9,450.0,131.20000000000002,1131.2,1,regular,0,0,1,22,21,22.22222222222222,21.21212121212121,30.69999999999999,4,9,0
SCA3,SCA3_09,/root/neurothermo/SCA3/cc_09.abf,10,500.0,131.20000000000002,1131.2,1,regular,0,0,1,28,28,28.282828282828284,28.282828282828284,26.5,6,11,0
SCA3,SCA3_09,/root/neurothermo/SCA3/cc_09.abf,11,550.0,131.20000000000002,1131.2,1,regular,0,0,1,34,34,34.343434343434346,34.343434343434346,23.5,8,13,0
SCA3,SCA3_09,/root/neurothermo/SCA3/cc_09.abf,12,600.0,131.20000000000002,1131.2,1,regular,0,0,1,41,41,41.41414141414141,41.41414141414141,20.799999999999983,13,14,0
