biological_pair_key,both_core_secure,stage,A_threshold,median_drive_dominance_fraction_weighted_median,median_abs_dA_ddrive_weighted_median,median_abs_dA_dintrinsic_weighted_median,median_gradient_magnitude_weighted_median,scenario_support_with_boundary_band
WT_15__TO__SCA3_06,False,balance,0.5,0.6745831863838256,1.900275733152136,0.7802554496306701,2.1259805505563643,1.0
WT_15__TO__SCA3_06,False,SCA3_entry,0.7978563373093712,0.6402844757809368,2.256068756825306,0.9790473970300914,2.6588690174789176,1.0
WT_15__TO__SCA3_09,False,WT_exit,0.1358293233470019,0.24702821282530885,0.7544968243695583,1.2162807723702853,1.8526872330604063,1.0
WT_15__TO__SCA3_09,False,balance,0.5,0.294501803281521,1.0176752922723193,1.7045125510280466,2.230702229339026,1.0
WT_15__TO__SCA3_09,False,SCA3_entry,0.7978563373093712,0.32279548972011757,1.2035036521566862,0.9847434363432686,1.8310040464980988,0.8333333333333334
WT_16__TO__SCA3_01,True,WT_exit,0.1358293233470019,0.5728530140750903,1.3117549080288757,0.47467138441717893,1.5562678296783456,1.0
WT_16__TO__SCA3_01,True,balance,0.5,0.6330548218526696,1.6208836598566443,0.5665419494294861,1.8556274273242277,1.0
WT_16__TO__SCA3_01,True,SCA3_entry,0.7978563373093712,0.7027108011695258,1.693270493516903,0.5716828098956251,1.843046638612408,1.0
WT_16__TO__SCA3_02,False,WT_exit,0.1358293233470019,0.6948232806404327,1.210829346172209,0.6120241883133495,1.6541345719706435,1.0
WT_16__TO__SCA3_02,False,balance,0.5,0.4689173167256863,1.2787809736328553,0.6159824244872059,1.8748270381607577,1.0
WT_16__TO__SCA3_02,False,SCA3_entry,0.7978563373093712,0.5049465059610947,1.0695659488674278,0.5968390974505717,0.9157658226761017,0.42857142857142855
WT_16__TO__SCA3_04,True,WT_exit,0.1358293233470019,0.35934114641012205,0.5711386113961329,1.0228992218511346,1.303925601834997,1.0
WT_16__TO__SCA3_04,True,balance,0.5,0.472804988158754,0.9380896218656486,0.7943854858952312,1.3784359533467323,1.0
WT_16__TO__SCA3_04,True,SCA3_entry,0.7978563373093712,0.5221680800172782,1.4343966557350758,0.6353681409638408,1.8331987387298863,0.8333333333333333
WT_16__TO__SCA3_05,False,WT_exit,0.1358293233470019,0.28170305484006175,0.44860061714025606,0.9710488840498994,1.0984286382717114,1.0
WT_16__TO__SCA3_05,False,balance,0.5,0.3520800472926173,0.6333103127654367,0.7556008406464539,1.2904348109103934,1.0
WT_16__TO__SCA3_05,False,SCA3_entry,0.7978563373093712,0.4577312563215303,1.4953686149617382,0.6883547807068071,1.5594964509640628,0.42857142857142855
WT_16__TO__SCA3_06,True,WT_exit,0.1358293233470019,0.8953964833621031,1.1351801104389811,0.12601249323251548,1.1432088034154002,1.0
WT_16__TO__SCA3_06,True,balance,0.5,0.8973674427831968,1.6577876279409849,0.18968324487652058,1.6727193198044739,1.0
WT_16__TO__SCA3_06,True,SCA3_entry,0.7978563373093712,0.8862580722217138,2.1031775483926083,0.27094436073147604,2.119499082940772,1.0
WT_16__TO__SCA3_09,True,WT_exit,0.1358293233470019,0.23540135794883602,0.8815549525242389,1.3963948712943106,1.9747096439009622,1.0
WT_16__TO__SCA3_09,True,balance,0.5,0.3420996564388634,1.1504249266956859,1.013726854777082,1.9571156925326818,1.0
WT_16__TO__SCA3_09,True,SCA3_entry,0.7978563373093712,0.42740498628733536,1.100936555046971,0.6514664688346821,1.7490344251725916,1.0
