group,cell_id,abf_path,sweep_index,current_pA,prominence_mV,height_mV,spike_count,rate_hz,steady_start_ms,steady_stop_ms,analysis_duration_s
WT,WT_06,/root/neurothermo/WT/cc_06.abf,6,300.0,10.0,-20.0,7,13.30292664386165,600.0,1126.2,0.5262
WT,WT_06,/root/neurothermo/WT/cc_06.abf,6,300.0,10.0,-10.0,0,0.0,600.0,1126.2,0.5262
WT,WT_06,/root/neurothermo/WT/cc_06.abf,6,300.0,12.0,-30.0,7,13.30292664386165,600.0,1126.2,0.5262
WT,WT_06,/root/neurothermo/WT/cc_06.abf,6,300.0,12.0,-20.0,7,13.30292664386165,600.0,1126.2,0.5262
WT,WT_06,/root/neurothermo/WT/cc_06.abf,6,300.0,12.0,-10.0,0,0.0,600.0,1126.2,0.5262
WT,WT_06,/root/neurothermo/WT/cc_06.abf,6,300.0,15.0,-30.0,7,13.30292664386165,600.0,1126.2,0.5262
WT,WT_06,/root/neurothermo/WT/cc_06.abf,6,300.0,15.0,-20.0,7,13.30292664386165,600.0,1126.2,0.5262
WT,WT_06,/root/neurothermo/WT/cc_06.abf,6,300.0,15.0,-10.0,0,0.0,600.0,1126.2,0.5262
WT,WT_06,/root/neurothermo/WT/cc_06.abf,7,350.0,8.0,-30.0,24,45.61003420752566,600.0,1126.2,0.5262
WT,WT_06,/root/neurothermo/WT/cc_06.abf,7,350.0,8.0,-20.0,24,45.61003420752566,600.0,1126.2,0.5262
WT,WT_06,/root/neurothermo/WT/cc_06.abf,7,350.0,8.0,-10.0,0,0.0,600.0,1126.2,0.5262
WT,WT_06,/root/neurothermo/WT/cc_06.abf,7,350.0,10.0,-30.0,24,45.61003420752566,600.0,1126.2,0.5262
WT,WT_06,/root/neurothermo/WT/cc_06.abf,7,350.0,10.0,-20.0,24,45.61003420752566,600.0,1126.2,0.5262
WT,WT_06,/root/neurothermo/WT/cc_06.abf,7,350.0,10.0,-10.0,0,0.0,600.0,1126.2,0.5262
WT,WT_06,/root/neurothermo/WT/cc_06.abf,7,350.0,12.0,-30.0,24,45.61003420752566,600.0,1126.2,0.5262
WT,WT_06,/root/neurothermo/WT/cc_06.abf,7,350.0,12.0,-20.0,24,45.61003420752566,600.0,1126.2,0.5262
WT,WT_06,/root/neurothermo/WT/cc_06.abf,7,350.0,12.0,-10.0,0,0.0,600.0,1126.2,0.5262
WT,WT_06,/root/neurothermo/WT/cc_06.abf,7,350.0,15.0,-30.0,24,45.61003420752566,600.0,1126.2,0.5262
WT,WT_06,/root/neurothermo/WT/cc_06.abf,7,350.0,15.0,-20.0,24,45.61003420752566,600.0,1126.2,0.5262
WT,WT_06,/root/neurothermo/WT/cc_06.abf,7,350.0,15.0,-10.0,0,0.0,600.0,1126.2,0.5262
WT,WT_06,/root/neurothermo/WT/cc_06.abf,8,400.0,8.0,-30.0,34,64.61421512732801,600.0,1126.2,0.5262
WT,WT_06,/root/neurothermo/WT/cc_06.abf,8,400.0,8.0,-20.0,34,64.61421512732801,600.0,1126.2,0.5262
WT,WT_06,/root/neurothermo/WT/cc_06.abf,8,400.0,8.0,-10.0,10,19.004180919802355,600.0,1126.2,0.5262
WT,WT_06,/root/neurothermo/WT/cc_06.abf,8,400.0,10.0,-30.0,34,64.61421512732801,600.0,1126.2,0.5262
WT,WT_06,/root/neurothermo/WT/cc_06.abf,8,400.0,10.0,-20.0,34,64.61421512732801,600.0,1126.2,0.5262
WT,WT_06,/root/neurothermo/WT/cc_06.abf,8,400.0,10.0,-10.0,10,19.004180919802355,600.0,1126.2,0.5262
WT,WT_06,/root/neurothermo/WT/cc_06.abf,8,400.0,12.0,-30.0,34,64.61421512732801,600.0,1126.2,0.5262
WT,WT_06,/root/neurothermo/WT/cc_06.abf,8,400.0,12.0,-20.0,34,64.61421512732801,600.0,1126.2,0.5262
WT,WT_06,/root/neurothermo/WT/cc_06.abf,8,400.0,12.0,-10.0,10,19.004180919802355,600.0,1126.2,0.5262
WT,WT_06,/root/neurothermo/WT/cc_06.abf,8,400.0,15.0,-30.0,34,64.61421512732801,600.0,1126.2,0.5262
WT,WT_06,/root/neurothermo/WT/cc_06.abf,8,400.0,15.0,-20.0,34,64.61421512732801,600.0,1126.2,0.5262
WT,WT_06,/root/neurothermo/WT/cc_06.abf,8,400.0,15.0,-10.0,10,19.004180919802355,600.0,1126.2,0.5262
WT,WT_06,/root/neurothermo/WT/cc_06.abf,9,450.0,8.0,-30.0,35,66.51463321930825,600.0,1126.2,0.5262
WT,WT_06,/root/neurothermo/WT/cc_06.abf,9,450.0,8.0,-20.0,35,66.51463321930825,600.0,1126.2,0.5262
WT,WT_06,/root/neurothermo/WT/cc_06.abf,9,450.0,8.0,-10.0,32,60.81337894336754,600.0,1126.2,0.5262
WT,WT_06,/root/neurothermo/WT/cc_06.abf,9,450.0,10.0,-30.0,35,66.51463321930825,600.0,1126.2,0.5262
WT,WT_06,/root/neurothermo/WT/cc_06.abf,9,450.0,10.0,-20.0,35,66.51463321930825,600.0,1126.2,0.5262
WT,WT_06,/root/neurothermo/WT/cc_06.abf,9,450.0,10.0,-10.0,32,60.81337894336754,600.0,1126.2,0.5262
WT,WT_06,/root/neurothermo/WT/cc_06.abf,9,450.0,12.0,-30.0,35,66.51463321930825,600.0,1126.2,0.5262
WT,WT_06,/root/neurothermo/WT/cc_06.abf,9,450.0,12.0,-20.0,35,66.51463321930825,600.0,1126.2,0.5262
WT,WT_06,/root/neurothermo/WT/cc_06.abf,9,450.0,12.0,-10.0,32,60.81337894336754,600.0,1126.2,0.5262
WT,WT_06,/root/neurothermo/WT/cc_06.abf,9,450.0,15.0,-30.0,35,66.51463321930825,600.0,1126.2,0.5262
WT,WT_06,/root/neurothermo/WT/cc_06.abf,9,450.0,15.0,-20.0,35,66.51463321930825,600.0,1126.2,0.5262
WT,WT_06,/root/neurothermo/WT/cc_06.abf,9,450.0,15.0,-10.0,32,60.81337894336754,600.0,1126.2,0.5262
WT,WT_06,/root/neurothermo/WT/cc_06.abf,10,500.0,8.0,-30.0,41,77.91714177118966,600.0,1126.2,0.5262
WT,WT_06,/root/neurothermo/WT/cc_06.abf,10,500.0,8.0,-20.0,41,77.91714177118966,600.0,1126.2,0.5262
WT,WT_06,/root/neurothermo/WT/cc_06.abf,10,500.0,8.0,-10.0,41,77.91714177118966,600.0,1126.2,0.5262
WT,WT_06,/root/neurothermo/WT/cc_06.abf,10,500.0,10.0,-30.0,41,77.91714177118966,600.0,1126.2,0.5262
WT,WT_06,/root/neurothermo/WT/cc_06.abf,10,500.0,10.0,-20.0,41,77.91714177118966,600.0,1126.2,0.5262
WT,WT_06,/root/neurothermo/WT/cc_06.abf,10,500.0,10.0,-10.0,41,77.91714177118966,600.0,1126.2,0.5262
WT,WT_06,/root/neurothermo/WT/cc_06.abf,10,500.0,12.0,-30.0,41,77.91714177118966,600.0,1126.2,0.5262
WT,WT_06,/root/neurothermo/WT/cc_06.abf,10,500.0,12.0,-20.0,41,77.91714177118966,600.0,1126.2,0.5262
WT,WT_06,/root/neurothermo/WT/cc_06.abf,10,500.0,12.0,-10.0,41,77.91714177118966,600.0,1126.2,0.5262
WT,WT_06,/root/neurothermo/WT/cc_06.abf,10,500.0,15.0,-30.0,41,77.91714177118966,600.0,1126.2,0.5262
WT,WT_06,/root/neurothermo/WT/cc_06.abf,10,500.0,15.0,-20.0,41,77.91714177118966,600.0,1126.2,0.5262
WT,WT_06,/root/neurothermo/WT/cc_06.abf,10,500.0,15.0,-10.0,41,77.91714177118966,600.0,1126.2,0.5262
WT,WT_06,/root/neurothermo/WT/cc_06.abf,11,550.0,8.0,-30.0,45,85.5188141391106,600.0,1126.2,0.5262
WT,WT_06,/root/neurothermo/WT/cc_06.abf,11,550.0,8.0,-20.0,45,85.5188141391106,600.0,1126.2,0.5262
WT,WT_06,/root/neurothermo/WT/cc_06.abf,11,550.0,8.0,-10.0,45,85.5188141391106,600.0,1126.2,0.5262
WT,WT_06,/root/neurothermo/WT/cc_06.abf,11,550.0,10.0,-30.0,45,85.5188141391106,600.0,1126.2,0.5262
WT,WT_06,/root/neurothermo/WT/cc_06.abf,11,550.0,10.0,-20.0,45,85.5188141391106,600.0,1126.2,0.5262
WT,WT_06,/root/neurothermo/WT/cc_06.abf,11,550.0,10.0,-10.0,45,85.5188141391106,600.0,1126.2,0.5262
WT,WT_06,/root/neurothermo/WT/cc_06.abf,11,550.0,12.0,-30.0,45,85.5188141391106,600.0,1126.2,0.5262
WT,WT_06,/root/neurothermo/WT/cc_06.abf,11,550.0,12.0,-20.0,45,85.5188141391106,600.0,1126.2,0.5262
WT,WT_06,/root/neurothermo/WT/cc_06.abf,11,550.0,12.0,-10.0,45,85.5188141391106,600.0,1126.2,0.5262
WT,WT_06,/root/neurothermo/WT/cc_06.abf,11,550.0,15.0,-30.0,45,85.5188141391106,600.0,1126.2,0.5262
WT,WT_06,/root/neurothermo/WT/cc_06.abf,11,550.0,15.0,-20.0,45,85.5188141391106,600.0,1126.2,0.5262
WT,WT_06,/root/neurothermo/WT/cc_06.abf,11,550.0,15.0,-10.0,45,85.5188141391106,600.0,1126.2,0.5262
WT,WT_06,/root/neurothermo/WT/cc_06.abf,12,600.0,8.0,-30.0,48,91.22006841505132,600.0,1126.2,0.5262
WT,WT_06,/root/neurothermo/WT/cc_06.abf,12,600.0,8.0,-20.0,48,91.22006841505132,600.0,1126.2,0.5262
WT,WT_06,/root/neurothermo/WT/cc_06.abf,12,600.0,8.0,-10.0,48,91.22006841505132,600.0,1126.2,0.5262
WT,WT_06,/root/neurothermo/WT/cc_06.abf,12,600.0,10.0,-30.0,48,91.22006841505132,600.0,1126.2,0.5262
WT,WT_06,/root/neurothermo/WT/cc_06.abf,12,600.0,10.0,-20.0,48,91.22006841505132,600.0,1126.2,0.5262
WT,WT_06,/root/neurothermo/WT/cc_06.abf,12,600.0,10.0,-10.0,48,91.22006841505132,600.0,1126.2,0.5262
WT,WT_06,/root/neurothermo/WT/cc_06.abf,12,600.0,12.0,-30.0,48,91.22006841505132,600.0,1126.2,0.5262
WT,WT_06,/root/neurothermo/WT/cc_06.abf,12,600.0,12.0,-20.0,48,91.22006841505132,600.0,1126.2,0.5262
WT,WT_06,/root/neurothermo/WT/cc_06.abf,12,600.0,12.0,-10.0,48,91.22006841505132,600.0,1126.2,0.5262
WT,WT_06,/root/neurothermo/WT/cc_06.abf,12,600.0,15.0,-30.0,48,91.22006841505132,600.0,1126.2,0.5262
WT,WT_06,/root/neurothermo/WT/cc_06.abf,12,600.0,15.0,-20.0,48,91.22006841505132,600.0,1126.2,0.5262
WT,WT_06,/root/neurothermo/WT/cc_06.abf,12,600.0,15.0,-10.0,48,91.22006841505132,600.0,1126.2,0.5262
WT,WT_06,/root/neurothermo/WT/cc_06.abf,13,650.0,8.0,-30.0,54,102.62257696693273,600.0,1126.2,0.5262
WT,WT_06,/root/neurothermo/WT/cc_06.abf,13,650.0,8.0,-20.0,54,102.62257696693273,600.0,1126.2,0.5262
WT,WT_06,/root/neurothermo/WT/cc_06.abf,13,650.0,8.0,-10.0,54,102.62257696693273,600.0,1126.2,0.5262
WT,WT_06,/root/neurothermo/WT/cc_06.abf,13,650.0,10.0,-30.0,54,102.62257696693273,600.0,1126.2,0.5262
WT,WT_06,/root/neurothermo/WT/cc_06.abf,13,650.0,10.0,-20.0,54,102.62257696693273,600.0,1126.2,0.5262
WT,WT_06,/root/neurothermo/WT/cc_06.abf,13,650.0,10.0,-10.0,54,102.62257696693273,600.0,1126.2,0.5262
WT,WT_06,/root/neurothermo/WT/cc_06.abf,13,650.0,12.0,-30.0,54,102.62257696693273,600.0,1126.2,0.5262
WT,WT_06,/root/neurothermo/WT/cc_06.abf,13,650.0,12.0,-20.0,54,102.62257696693273,600.0,1126.2,0.5262
WT,WT_06,/root/neurothermo/WT/cc_06.abf,13,650.0,12.0,-10.0,54,102.62257696693273,600.0,1126.2,0.5262
WT,WT_06,/root/neurothermo/WT/cc_06.abf,13,650.0,15.0,-30.0,54,102.62257696693273,600.0,1126.2,0.5262
WT,WT_06,/root/neurothermo/WT/cc_06.abf,13,650.0,15.0,-20.0,54,102.62257696693273,600.0,1126.2,0.5262
WT,WT_06,/root/neurothermo/WT/cc_06.abf,13,650.0,15.0,-10.0,54,102.62257696693273,600.0,1126.2,0.5262
WT,WT_06,/root/neurothermo/WT/cc_06.abf,14,700.0,8.0,-30.0,56,106.4234131508932,600.0,1126.2,0.5262
WT,WT_06,/root/neurothermo/WT/cc_06.abf,14,700.0,8.0,-20.0,56,106.4234131508932,600.0,1126.2,0.5262
WT,WT_06,/root/neurothermo/WT/cc_06.abf,14,700.0,8.0,-10.0,56,106.4234131508932,600.0,1126.2,0.5262
WT,WT_06,/root/neurothermo/WT/cc_06.abf,14,700.0,10.0,-30.0,56,106.4234131508932,600.0,1126.2,0.5262
WT,WT_06,/root/neurothermo/WT/cc_06.abf,14,700.0,10.0,-20.0,56,106.4234131508932,600.0,1126.2,0.5262
WT,WT_06,/root/neurothermo/WT/cc_06.abf,14,700.0,10.0,-10.0,56,106.4234131508932,600.0,1126.2,0.5262
WT,WT_06,/root/neurothermo/WT/cc_06.abf,14,700.0,12.0,-30.0,56,106.4234131508932,600.0,1126.2,0.5262
WT,WT_06,/root/neurothermo/WT/cc_06.abf,14,700.0,12.0,-20.0,56,106.4234131508932,600.0,1126.2,0.5262
WT,WT_06,/root/neurothermo/WT/cc_06.abf,14,700.0,12.0,-10.0,56,106.4234131508932,600.0,1126.2,0.5262
WT,WT_06,/root/neurothermo/WT/cc_06.abf,14,700.0,15.0,-30.0,56,106.4234131508932,600.0,1126.2,0.5262
WT,WT_06,/root/neurothermo/WT/cc_06.abf,14,700.0,15.0,-20.0,56,106.4234131508932,600.0,1126.2,0.5262
WT,WT_06,/root/neurothermo/WT/cc_06.abf,14,700.0,15.0,-10.0,56,106.4234131508932,600.0,1126.2,0.5262
WT,WT_06,/root/neurothermo/WT/cc_06.abf,15,750.0,8.0,-30.0,57,108.32383124287344,600.0,1126.2,0.5262
WT,WT_06,/root/neurothermo/WT/cc_06.abf,15,750.0,8.0,-20.0,57,108.32383124287344,600.0,1126.2,0.5262
WT,WT_06,/root/neurothermo/WT/cc_06.abf,15,750.0,8.0,-10.0,57,108.32383124287344,600.0,1126.2,0.5262
WT,WT_06,/root/neurothermo/WT/cc_06.abf,15,750.0,10.0,-30.0,57,108.32383124287344,600.0,1126.2,0.5262
WT,WT_06,/root/neurothermo/WT/cc_06.abf,15,750.0,10.0,-20.0,57,108.32383124287344,600.0,1126.2,0.5262
WT,WT_06,/root/neurothermo/WT/cc_06.abf,15,750.0,10.0,-10.0,57,108.32383124287344,600.0,1126.2,0.5262
WT,WT_06,/root/neurothermo/WT/cc_06.abf,15,750.0,12.0,-30.0,57,108.32383124287344,600.0,1126.2,0.5262
WT,WT_06,/root/neurothermo/WT/cc_06.abf,15,750.0,12.0,-20.0,57,108.32383124287344,600.0,1126.2,0.5262
WT,WT_06,/root/neurothermo/WT/cc_06.abf,15,750.0,12.0,-10.0,57,108.32383124287344,600.0,1126.2,0.5262
WT,WT_06,/root/neurothermo/WT/cc_06.abf,15,750.0,15.0,-30.0,57,108.32383124287344,600.0,1126.2,0.5262
WT,WT_06,/root/neurothermo/WT/cc_06.abf,15,750.0,15.0,-20.0,57,108.32383124287344,600.0,1126.2,0.5262
WT,WT_06,/root/neurothermo/WT/cc_06.abf,15,750.0,15.0,-10.0,57,108.32383124287344,600.0,1126.2,0.5262
WT,WT_06,/root/neurothermo/WT/cc_06.abf,16,800.0,8.0,-30.0,60,114.02508551881414,600.0,1126.2,0.5262
WT,WT_06,/root/neurothermo/WT/cc_06.abf,16,800.0,8.0,-20.0,60,114.02508551881414,600.0,1126.2,0.5262
WT,WT_06,/root/neurothermo/WT/cc_06.abf,16,800.0,8.0,-10.0,60,114.02508551881414,600.0,1126.2,0.5262
WT,WT_06,/root/neurothermo/WT/cc_06.abf,16,800.0,10.0,-30.0,60,114.02508551881414,600.0,1126.2,0.5262
WT,WT_06,/root/neurothermo/WT/cc_06.abf,16,800.0,10.0,-20.0,60,114.02508551881414,600.0,1126.2,0.5262
WT,WT_06,/root/neurothermo/WT/cc_06.abf,16,800.0,10.0,-10.0,60,114.02508551881414,600.0,1126.2,0.5262
WT,WT_06,/root/neurothermo/WT/cc_06.abf,16,800.0,12.0,-30.0,60,114.02508551881414,600.0,1126.2,0.5262
WT,WT_06,/root/neurothermo/WT/cc_06.abf,16,800.0,12.0,-20.0,60,114.02508551881414,600.0,1126.2,0.5262
WT,WT_06,/root/neurothermo/WT/cc_06.abf,16,800.0,12.0,-10.0,60,114.02508551881414,600.0,1126.2,0.5262
WT,WT_06,/root/neurothermo/WT/cc_06.abf,16,800.0,15.0,-30.0,60,114.02508551881414,600.0,1126.2,0.5262
WT,WT_06,/root/neurothermo/WT/cc_06.abf,16,800.0,15.0,-20.0,60,114.02508551881414,600.0,1126.2,0.5262
WT,WT_06,/root/neurothermo/WT/cc_06.abf,16,800.0,15.0,-10.0,60,114.02508551881414,600.0,1126.2,0.5262
WT,WT_06,/root/neurothermo/WT/cc_06.abf,17,850.0,8.0,-30.0,12,22.80501710376283,600.0,1126.2,0.5262
WT,WT_06,/root/neurothermo/WT/cc_06.abf,17,850.0,8.0,-20.0,12,22.80501710376283,600.0,1126.2,0.5262
WT,WT_06,/root/neurothermo/WT/cc_06.abf,17,850.0,8.0,-10.0,8,15.203344735841885,600.0,1126.2,0.5262
WT,WT_06,/root/neurothermo/WT/cc_06.abf,17,850.0,10.0,-30.0,12,22.80501710376283,600.0,1126.2,0.5262
WT,WT_06,/root/neurothermo/WT/cc_06.abf,17,850.0,10.0,-20.0,12,22.80501710376283,600.0,1126.2,0.5262
WT,WT_06,/root/neurothermo/WT/cc_06.abf,17,850.0,10.0,-10.0,8,15.203344735841885,600.0,1126.2,0.5262
WT,WT_06,/root/neurothermo/WT/cc_06.abf,17,850.0,12.0,-30.0,12,22.80501710376283,600.0,1126.2,0.5262
WT,WT_06,/root/neurothermo/WT/cc_06.abf,17,850.0,12.0,-20.0,12,22.80501710376283,600.0,1126.2,0.5262
WT,WT_06,/root/neurothermo/WT/cc_06.abf,17,850.0,12.0,-10.0,8,15.203344735841885,600.0,1126.2,0.5262
WT,WT_06,/root/neurothermo/WT/cc_06.abf,17,850.0,15.0,-30.0,11,20.904599011782594,600.0,1126.2,0.5262
WT,WT_06,/root/neurothermo/WT/cc_06.abf,17,850.0,15.0,-20.0,11,20.904599011782594,600.0,1126.2,0.5262
WT,WT_06,/root/neurothermo/WT/cc_06.abf,17,850.0,15.0,-10.0,8,15.203344735841885,600.0,1126.2,0.5262
WT,WT_07,/root/neurothermo/WT/cc_07.abf,0,0.0,8.0,-30.0,0,0.0,600.0,1126.2,0.5262
WT,WT_07,/root/neurothermo/WT/cc_07.abf,0,0.0,8.0,-20.0,0,0.0,600.0,1126.2,0.5262
WT,WT_07,/root/neurothermo/WT/cc_07.abf,0,0.0,8.0,-10.0,0,0.0,600.0,1126.2,0.5262
WT,WT_07,/root/neurothermo/WT/cc_07.abf,0,0.0,10.0,-30.0,0,0.0,600.0,1126.2,0.5262
WT,WT_07,/root/neurothermo/WT/cc_07.abf,0,0.0,10.0,-20.0,0,0.0,600.0,1126.2,0.5262
WT,WT_07,/root/neurothermo/WT/cc_07.abf,0,0.0,10.0,-10.0,0,0.0,600.0,1126.2,0.5262
WT,WT_07,/root/neurothermo/WT/cc_07.abf,0,0.0,12.0,-30.0,0,0.0,600.0,1126.2,0.5262
WT,WT_07,/root/neurothermo/WT/cc_07.abf,0,0.0,12.0,-20.0,0,0.0,600.0,1126.2,0.5262
WT,WT_07,/root/neurothermo/WT/cc_07.abf,0,0.0,12.0,-10.0,0,0.0,600.0,1126.2,0.5262
WT,WT_07,/root/neurothermo/WT/cc_07.abf,0,0.0,15.0,-30.0,0,0.0,600.0,1126.2,0.5262
WT,WT_07,/root/neurothermo/WT/cc_07.abf,0,0.0,15.0,-20.0,0,0.0,600.0,1126.2,0.5262
WT,WT_07,/root/neurothermo/WT/cc_07.abf,0,0.0,15.0,-10.0,0,0.0,600.0,1126.2,0.5262
WT,WT_07,/root/neurothermo/WT/cc_07.abf,1,50.0,8.0,-30.0,0,0.0,600.0,1126.2,0.5262
WT,WT_07,/root/neurothermo/WT/cc_07.abf,1,50.0,8.0,-20.0,0,0.0,600.0,1126.2,0.5262
WT,WT_07,/root/neurothermo/WT/cc_07.abf,1,50.0,8.0,-10.0,0,0.0,600.0,1126.2,0.5262
WT,WT_07,/root/neurothermo/WT/cc_07.abf,1,50.0,10.0,-30.0,0,0.0,600.0,1126.2,0.5262
WT,WT_07,/root/neurothermo/WT/cc_07.abf,1,50.0,10.0,-20.0,0,0.0,600.0,1126.2,0.5262
WT,WT_07,/root/neurothermo/WT/cc_07.abf,1,50.0,10.0,-10.0,0,0.0,600.0,1126.2,0.5262
WT,WT_07,/root/neurothermo/WT/cc_07.abf,1,50.0,12.0,-30.0,0,0.0,600.0,1126.2,0.5262
WT,WT_07,/root/neurothermo/WT/cc_07.abf,1,50.0,12.0,-20.0,0,0.0,600.0,1126.2,0.5262
WT,WT_07,/root/neurothermo/WT/cc_07.abf,1,50.0,12.0,-10.0,0,0.0,600.0,1126.2,0.5262
WT,WT_07,/root/neurothermo/WT/cc_07.abf,1,50.0,15.0,-30.0,0,0.0,600.0,1126.2,0.5262
WT,WT_07,/root/neurothermo/WT/cc_07.abf,1,50.0,15.0,-20.0,0,0.0,600.0,1126.2,0.5262
WT,WT_07,/root/neurothermo/WT/cc_07.abf,1,50.0,15.0,-10.0,0,0.0,600.0,1126.2,0.5262
WT,WT_07,/root/neurothermo/WT/cc_07.abf,2,100.0,8.0,-30.0,0,0.0,600.0,1126.2,0.5262
WT,WT_07,/root/neurothermo/WT/cc_07.abf,2,100.0,8.0,-20.0,0,0.0,600.0,1126.2,0.5262
WT,WT_07,/root/neurothermo/WT/cc_07.abf,2,100.0,8.0,-10.0,0,0.0,600.0,1126.2,0.5262
WT,WT_07,/root/neurothermo/WT/cc_07.abf,2,100.0,10.0,-30.0,0,0.0,600.0,1126.2,0.5262
WT,WT_07,/root/neurothermo/WT/cc_07.abf,2,100.0,10.0,-20.0,0,0.0,600.0,1126.2,0.5262
WT,WT_07,/root/neurothermo/WT/cc_07.abf,2,100.0,10.0,-10.0,0,0.0,600.0,1126.2,0.5262
WT,WT_07,/root/neurothermo/WT/cc_07.abf,2,100.0,12.0,-30.0,0,0.0,600.0,1126.2,0.5262
WT,WT_07,/root/neurothermo/WT/cc_07.abf,2,100.0,12.0,-20.0,0,0.0,600.0,1126.2,0.5262
WT,WT_07,/root/neurothermo/WT/cc_07.abf,2,100.0,12.0,-10.0,0,0.0,600.0,1126.2,0.5262
WT,WT_07,/root/neurothermo/WT/cc_07.abf,2,100.0,15.0,-30.0,0,0.0,600.0,1126.2,0.5262
WT,WT_07,/root/neurothermo/WT/cc_07.abf,2,100.0,15.0,-20.0,0,0.0,600.0,1126.2,0.5262
WT,WT_07,/root/neurothermo/WT/cc_07.abf,2,100.0,15.0,-10.0,0,0.0,600.0,1126.2,0.5262
WT,WT_07,/root/neurothermo/WT/cc_07.abf,3,150.0,8.0,-30.0,0,0.0,600.0,1126.2,0.5262
WT,WT_07,/root/neurothermo/WT/cc_07.abf,3,150.0,8.0,-20.0,0,0.0,600.0,1126.2,0.5262
WT,WT_07,/root/neurothermo/WT/cc_07.abf,3,150.0,8.0,-10.0,0,0.0,600.0,1126.2,0.5262
WT,WT_07,/root/neurothermo/WT/cc_07.abf,3,150.0,10.0,-30.0,0,0.0,600.0,1126.2,0.5262
WT,WT_07,/root/neurothermo/WT/cc_07.abf,3,150.0,10.0,-20.0,0,0.0,600.0,1126.2,0.5262
WT,WT_07,/root/neurothermo/WT/cc_07.abf,3,150.0,10.0,-10.0,0,0.0,600.0,1126.2,0.5262
WT,WT_07,/root/neurothermo/WT/cc_07.abf,3,150.0,12.0,-30.0,0,0.0,600.0,1126.2,0.5262
WT,WT_07,/root/neurothermo/WT/cc_07.abf,3,150.0,12.0,-20.0,0,0.0,600.0,1126.2,0.5262
WT,WT_07,/root/neurothermo/WT/cc_07.abf,3,150.0,12.0,-10.0,0,0.0,600.0,1126.2,0.5262
WT,WT_07,/root/neurothermo/WT/cc_07.abf,3,150.0,15.0,-30.0,0,0.0,600.0,1126.2,0.5262
WT,WT_07,/root/neurothermo/WT/cc_07.abf,3,150.0,15.0,-20.0,0,0.0,600.0,1126.2,0.5262
WT,WT_07,/root/neurothermo/WT/cc_07.abf,3,150.0,15.0,-10.0,0,0.0,600.0,1126.2,0.5262
WT,WT_07,/root/neurothermo/WT/cc_07.abf,4,200.0,8.0,-30.0,0,0.0,600.0,1126.2,0.5262
WT,WT_07,/root/neurothermo/WT/cc_07.abf,4,200.0,8.0,-20.0,0,0.0,600.0,1126.2,0.5262
WT,WT_07,/root/neurothermo/WT/cc_07.abf,4,200.0,8.0,-10.0,0,0.0,600.0,1126.2,0.5262
WT,WT_07,/root/neurothermo/WT/cc_07.abf,4,200.0,10.0,-30.0,0,0.0,600.0,1126.2,0.5262
WT,WT_07,/root/neurothermo/WT/cc_07.abf,4,200.0,10.0,-20.0,0,0.0,600.0,1126.2,0.5262
WT,WT_07,/root/neurothermo/WT/cc_07.abf,4,200.0,10.0,-10.0,0,0.0,600.0,1126.2,0.5262
WT,WT_07,/root/neurothermo/WT/cc_07.abf,4,200.0,12.0,-30.0,0,0.0,600.0,1126.2,0.5262
WT,WT_07,/root/neurothermo/WT/cc_07.abf,4,200.0,12.0,-20.0,0,0.0,600.0,1126.2,0.5262
WT,WT_07,/root/neurothermo/WT/cc_07.abf,4,200.0,12.0,-10.0,0,0.0,600.0,1126.2,0.5262
WT,WT_07,/root/neurothermo/WT/cc_07.abf,4,200.0,15.0,-30.0,0,0.0,600.0,1126.2,0.5262
WT,WT_07,/root/neurothermo/WT/cc_07.abf,4,200.0,15.0,-20.0,0,0.0,600.0,1126.2,0.5262
WT,WT_07,/root/neurothermo/WT/cc_07.abf,4,200.0,15.0,-10.0,0,0.0,600.0,1126.2,0.5262
WT,WT_07,/root/neurothermo/WT/cc_07.abf,5,250.0,8.0,-30.0,0,0.0,600.0,1126.2,0.5262
WT,WT_07,/root/neurothermo/WT/cc_07.abf,5,250.0,8.0,-20.0,0,0.0,600.0,1126.2,0.5262
WT,WT_07,/root/neurothermo/WT/cc_07.abf,5,250.0,8.0,-10.0,0,0.0,600.0,1126.2,0.5262
WT,WT_07,/root/neurothermo/WT/cc_07.abf,5,250.0,10.0,-30.0,0,0.0,600.0,1126.2,0.5262
WT,WT_07,/root/neurothermo/WT/cc_07.abf,5,250.0,10.0,-20.0,0,0.0,600.0,1126.2,0.5262
WT,WT_07,/root/neurothermo/WT/cc_07.abf,5,250.0,10.0,-10.0,0,0.0,600.0,1126.2,0.5262
WT,WT_07,/root/neurothermo/WT/cc_07.abf,5,250.0,12.0,-30.0,0,0.0,600.0,1126.2,0.5262
WT,WT_07,/root/neurothermo/WT/cc_07.abf,5,250.0,12.0,-20.0,0,0.0,600.0,1126.2,0.5262
WT,WT_07,/root/neurothermo/WT/cc_07.abf,5,250.0,12.0,-10.0,0,0.0,600.0,1126.2,0.5262
WT,WT_07,/root/neurothermo/WT/cc_07.abf,5,250.0,15.0,-30.0,0,0.0,600.0,1126.2,0.5262
WT,WT_07,/root/neurothermo/WT/cc_07.abf,5,250.0,15.0,-20.0,0,0.0,600.0,1126.2,0.5262
WT,WT_07,/root/neurothermo/WT/cc_07.abf,5,250.0,15.0,-10.0,0,0.0,600.0,1126.2,0.5262
