subset,projection,p_intrinsic,n_biological_pairs,dA_dcombined_median,dA_dcombined_q25,dA_dcombined_q75,dA_dkappa_median,dA_dkappa_q25,dA_dkappa_q75,dA_dJ_median,dA_dJ_q25,dA_dJ_q75,interaction_gradient_residual_median,interaction_gradient_residual_q25,interaction_gradient_residual_q75
core_secure_pairs,active,0.4333333333333333,32,,,,1.703137154882108,0.871821492576635,2.359146363927997,-1.5504653711933671,-2.0316823412598564,-1.2474504047704715,,,
core_secure_pairs,active,0.4666666666666667,32,,,,1.6817973525321332,0.8186530831292564,2.4521914953436332,-1.418002414543821,-1.8201114893125616,-1.195747985988877,,,
core_secure_pairs,active,0.5,32,0.4078266313616501,-0.5592281797503809,1.0130838184459185,1.7325520251089086,0.8267911408021847,2.3882193444890834,-1.4635084695281528,-1.720046059323111,-1.1718063688462816,-6.505213034913027e-19,-0.007251978686233538,0.0029852665464022154
core_secure_pairs,active,0.5333333333333333,32,0.3931945201911595,-0.3084329464258499,1.0392386040508836,1.6691747501517957,0.7794160587483636,2.439381177185618,-1.3774630505713916,-1.6400451054846459,-1.2567685139389784,-9.15933995315754e-16,-0.02635416938648729,0.0014557698075041148
core_secure_pairs,active,0.5666666666666667,32,0.609055411282506,-0.42097249760024946,1.0608484666330522,1.8868919173899594,0.6564552285479681,2.4838516110115174,-1.4527637975762924,-1.6680357288603127,-1.147304304848255,-0.0020390213389345204,-0.02500276654621323,0.0003147186984671065
core_secure_pairs,active,0.6,32,0.5654038224485056,-0.10365906802072711,1.2063244096737575,1.9905975419085666,0.801020971393194,2.458106528507575,-1.3097937245475575,-1.58009802709089,-1.0736753939636714,-0.0006699445222769218,-0.2000656133393418,8.20202863575283e-16
core_secure_pairs,active,0.6333333333333333,32,0.59381412502753,-0.15866159752136122,1.2626241487214884,1.9597954622846663,0.7757324966967112,2.625158278484224,-1.3685701198324702,-1.670767460827168,-1.191472181881849,-0.0010116740439215718,-0.023332675806976677,9.142540346043599e-17
core_secure_pairs,active,0.6666666666666666,32,0.6368432279390536,0.01406459348559002,1.3049260998102405,1.9819448136372506,0.4859469502199499,2.603630399692939,-1.3594412756573826,-1.593281328783553,-1.078983530959534,-0.0025820122551651046,-0.021482071146625065,0.003278335530707277
core_secure_pairs,active,0.7,32,0.8510800041371682,-0.006160486082143007,1.310513523843881,2.15563287880515,0.7407140376398111,2.648387120764198,-1.3188407519415373,-1.5639471898781527,-1.0704911375787298,-0.0006163877122453155,-0.037780050946054425,0.0010698940730699547
core_secure_pairs,active,0.7333333333333333,32,0.8950246140216687,-0.22212636594820923,1.4956925548151678,2.2580468067486263,0.9667251173083385,2.8265992999707272,-1.3602840264560836,-1.5304896135616992,-1.0914458405892948,-0.014167985062325736,-0.21070280815395404,-3.330669073875468e-16
core_secure_pairs,active,0.7666666666666666,32,0.9234536240400745,0.06838379484858173,1.5029889056879213,2.1113694055507657,0.6662566890663757,2.903656449428582,-1.3685701198324711,-1.50341790731435,-1.0999815174185117,-0.0006463073239368917,-0.004884188920217747,0.0
core_secure_pairs,active,0.8,32,0.9238041241536606,0.0792390210791453,1.5195204277511918,2.169109095880521,0.929834133401136,2.9159375905908007,-1.240831293075434,-1.4874885557062116,-1.0815784016618246,-0.00630638818875928,-0.01468420847179549,0.0
core_secure_pairs,active,0.8333333333333334,32,0.9537556056895418,0.09226577461138853,1.7822733497051693,2.3089519236412674,1.1501002070446444,3.08797706231585,-1.4186081813775515,-1.647538715444313,-1.1419374884100795,-0.0003231536619641151,-0.013028827010612781,0.0017711223248377266
