biological_pair_key,both_core_secure,projection,stage,A_threshold,median_abs_delta_combined_weighted_median,median_abs_delta_kappa_weighted_median,median_abs_delta_J_weighted_median,median_abs_interaction_weighted_median,median_signed_interaction_weighted_median,scenario_support_with_band
WT_14__TO__SCA3_01,True,isi,SCA3_entry,0.7978563373093712,0.17487263077856874,0.16727723505002712,0.07853678319726315,0.006884593530791183,-0.011080842531959456,1.0
WT_14__TO__SCA3_01,True,isi,WT_exit,0.1358293233470019,0.04690065875838535,0.35539424011514115,0.2064035659581337,0.0200143114289085,-0.041693891123535096,1.0
WT_14__TO__SCA3_01,True,isi,balance,0.5,0.2064538447713282,0.3789273956782604,0.16389259586247562,0.022636879049799996,-0.030762113933694796,1.0
WT_14__TO__SCA3_02,False,active,SCA3_entry,0.6832817402871161,0.26538865187251415,0.13459710869422808,0.19220646544579698,0.05327719231532033,-0.04754458364931265,0.9285714285714286
WT_14__TO__SCA3_02,False,active,WT_exit,0.1483293470542087,0.2372868291554205,0.3291500922464529,0.27082036322734304,0.027252030149308104,-0.005519336164003408,1.0
WT_14__TO__SCA3_02,False,active,balance,0.5,0.5015259947631158,0.26080406011349017,0.247825621519214,0.12038093197336557,-0.12038093197336557,1.0
WT_14__TO__SCA3_02,False,isi,SCA3_entry,0.7978563373093712,0.3668058380104689,0.16710571879496755,0.19170233240865964,0.040806710856842676,-0.06268471950304833,0.5714285714285714
WT_14__TO__SCA3_02,False,isi,WT_exit,0.1358293233470019,0.19512613916447352,0.34773464131032056,0.24399615548536313,0.029541728491451258,-0.009436974962211457,0.9285714285714286
WT_14__TO__SCA3_02,False,isi,balance,0.5,0.37020699750871966,0.172791288124746,0.11675054214803066,0.13074527285505294,-0.13074527285505294,1.0
WT_14__TO__SCA3_04,True,active,SCA3_entry,0.6832817402871161,0.1010302056960503,0.14929257459731454,0.230327164392974,0.033146468198224414,-0.00012255823473475772,1.0
WT_14__TO__SCA3_04,True,active,WT_exit,0.1483293470542087,0.15638243710879937,0.3419186855434265,0.23802521793024492,0.04406344153612955,-0.01977868553160946,0.9166666666666667
WT_14__TO__SCA3_04,True,active,balance,0.5,0.16157311220381998,0.32358068976236176,0.3082892879751885,0.056456414465639204,-0.0385312395065105,1.0
WT_14__TO__SCA3_04,True,isi,SCA3_entry,0.7978563373093712,0.17576941168592045,0.16643476806286048,0.22190972021059033,0.04214682661603253,8.504036385401065e-06,0.7500000000000001
WT_14__TO__SCA3_04,True,isi,WT_exit,0.1358293233470019,0.12348024844744676,0.2075049798464986,0.14199774417898248,0.017810237991260962,-0.01367548967660701,1.0
WT_14__TO__SCA3_04,True,isi,balance,0.5,0.1642478918220022,0.1978190125757914,0.12439915753892405,0.015810777350307247,-0.010250752841692249,1.0
WT_14__TO__SCA3_05,False,active,SCA3_entry,0.6832817402871161,0.21322313048660407,0.14802558591474002,0.5876150326156679,0.07491132677007897,-0.07491132677007897,0.9285714285714286
WT_14__TO__SCA3_05,False,active,WT_exit,0.1483293470542087,0.16703611403576218,0.1639964067153232,0.16701521724057938,0.02299959347232569,-0.004071406339309705,1.0
WT_14__TO__SCA3_05,False,active,balance,0.5,0.1268791280024562,0.1516995118796603,0.19754399982919918,0.026768397573167457,-0.010687661332703935,1.0
WT_14__TO__SCA3_05,False,isi,SCA3_entry,0.7978563373093712,0.1326694700401731,0.05536862503062179,0.1897885986392006,0.02285363059346801,-0.013115396323007067,0.6428571428571429
WT_14__TO__SCA3_05,False,isi,WT_exit,0.1358293233470019,0.12255133839049469,0.14597212909553797,0.1253550676147307,0.013292808670687328,-0.00826831707241965,1.0
WT_14__TO__SCA3_05,False,isi,balance,0.5,0.10705472028619005,0.125144195578678,0.08552909741670749,0.005238620688013007,-0.002291878158189181,1.0
WT_14__TO__SCA3_06,True,active,SCA3_entry,0.6832817402871161,0.13961874408387942,0.4755349560624116,0.2999413090789645,0.11269058885721983,-0.20403153976910343,1.0
WT_14__TO__SCA3_06,True,active,WT_exit,0.1483293470542087,0.021355528461571807,0.37398392458138424,0.34816480719796716,0.09851469859599427,-0.12458088243308638,1.0
WT_14__TO__SCA3_06,True,active,balance,0.5,0.08644051406036835,0.48478217196292656,0.2776534357655847,0.09395154344744569,-0.22003296426354113,1.0
WT_14__TO__SCA3_06,True,isi,SCA3_entry,0.7978563373093712,0.1527507030800634,0.4445307015479102,0.19948690351307147,0.06264092273371519,-0.12807764363548127,1.0
WT_14__TO__SCA3_06,True,isi,WT_exit,0.1358293233470019,0.012555202610231492,0.2832736037108912,0.3550647938891489,0.0569658766612981,-0.1270686106796363,1.0
WT_14__TO__SCA3_06,True,isi,balance,0.5,0.10241580845155723,0.36948230988380415,0.18708473960226632,0.05348571958865922,-0.0595400055250051,1.0
WT_14__TO__SCA3_09,True,active,SCA3_entry,0.6832817402871161,0.10541572806399739,0.301956187225149,0.17123697924856554,0.029654880992621938,-0.029654880992621913,1.0
WT_14__TO__SCA3_09,True,active,WT_exit,0.1483293470542087,0.21870117855037116,0.27787754917027413,0.23070092999340758,0.03646159366789726,-0.03646159366789722,1.0
WT_14__TO__SCA3_09,True,active,balance,0.5,0.20738109458246776,0.20249221360459807,0.16567864034378454,0.020844074409339157,-0.012345702988551473,1.0
WT_14__TO__SCA3_09,True,isi,SCA3_entry,0.7978563373093712,0.17515145408145202,0.0932515724247535,0.08877800545158593,0.03434776000898185,-0.02840306607224049,1.0
WT_14__TO__SCA3_09,True,isi,WT_exit,0.1358293233470019,0.12704886014981623,0.034405188143113066,0.12994177797661383,0.02282090872165739,-0.02282090872165738,1.0
WT_14__TO__SCA3_09,True,isi,balance,0.5,0.1256234664623067,0.14214744386336198,0.12130289974440531,0.024512459860890817,-0.024512459860890817,1.0
WT_15__TO__SCA3_01,False,active,SCA3_entry,0.6832817402871161,0.35643809075720007,0.4410948212526471,0.16012857906774727,0.0503583112938395,-0.055756447950243454,1.0
WT_15__TO__SCA3_01,False,active,WT_exit,0.1483293470542087,0.25860435715811647,0.4331274782129353,0.16233845582893622,0.027707062068897392,-0.03431142172097981,1.0
WT_15__TO__SCA3_01,False,active,balance,0.5,0.303033999498418,0.3938427937929089,0.14452841785346926,0.03483753774506171,-0.03670614628709913,1.0
WT_15__TO__SCA3_01,False,isi,SCA3_entry,0.7978563373093712,0.36242136094518906,0.2650247544251331,0.11623968612900898,0.028768324639606546,-0.02939916564335232,1.0
WT_15__TO__SCA3_01,False,isi,WT_exit,0.1358293233470019,0.2549305321163434,0.423350498635156,0.1805829750204913,0.016894979804120858,-0.03580122103966672,1.0
WT_15__TO__SCA3_01,False,isi,balance,0.5,0.28161800513632534,0.3895528606050605,0.11277941494226491,0.01913431099265095,-0.020141449388682536,1.0
WT_15__TO__SCA3_02,False,active,SCA3_entry,0.6832817402871161,0.26541015076602414,0.19055969644885612,0.24181422126485122,0.0860729208821032,-0.031304035983267926,0.9642857142857143
WT_15__TO__SCA3_02,False,active,WT_exit,0.1483293470542087,0.2595050821962155,0.2789950252572859,0.2817119456177149,0.03698423155178382,-0.01568677205889414,1.0
WT_15__TO__SCA3_02,False,active,balance,0.5,0.21063012518493904,0.21522252885045298,0.1289946291456931,0.0462650599049607,-0.03851833815435245,0.9642857142857143
WT_15__TO__SCA3_02,False,isi,SCA3_entry,0.7978563373093712,0.3587687238733005,0.22116895506490772,0.2876943566093775,0.07724518234727364,0.00910192857054451,0.9285714285714286
WT_15__TO__SCA3_02,False,isi,WT_exit,0.1358293233470019,0.2171453849891712,0.2292517429434171,0.25151312857565505,0.018799661739393125,-0.005460472243939696,1.0
WT_15__TO__SCA3_02,False,isi,balance,0.5,0.17781359666806087,0.1735077449551771,0.10911899065256447,0.0303433540767723,-0.018843132949485506,0.9642857142857143
WT_15__TO__SCA3_04,False,active,SCA3_entry,0.6832817402871161,0.2714242475441021,0.39738459882130206,0.4226256426376693,0.08962334916663722,-0.08962334916663732,1.0
WT_15__TO__SCA3_04,False,active,WT_exit,0.1483293470542087,0.3476376687220336,0.7171218832194786,0.37890178362491345,0.19878454993065078,-0.19878454993065078,0.9583333333333335
WT_15__TO__SCA3_04,False,active,balance,0.5,0.23861045780329881,0.5208254504925633,0.2433180569263823,0.11989266407856336,-0.11989266407856336,0.9166666666666669
WT_15__TO__SCA3_04,False,isi,SCA3_entry,0.7978563373093712,0.19356351542141798,0.2922764898043838,0.16121412220510795,0.05801938257828089,-1.2950445607063147e-05,1.0
WT_15__TO__SCA3_04,False,isi,WT_exit,0.1358293233470019,0.2460155233778717,0.5454750506210835,0.22337179484064293,0.04440955989386364,-0.0171480528463597,1.0
WT_15__TO__SCA3_04,False,isi,balance,0.5,0.180082453519068,0.2973831174466063,0.14004822609094106,0.040046547382590725,-0.024976301483826915,1.0
WT_15__TO__SCA3_05,False,active,SCA3_entry,0.6832817402871161,0.4625635822198334,0.882414033494146,0.45213958436254353,0.3869485585698492,-0.5535468768270826,0.9285714285714286
WT_15__TO__SCA3_05,False,active,WT_exit,0.1483293470542087,0.1871312053672731,0.6590013052131063,0.5058355733219246,0.09776227914513858,-0.740145927184218,1.0
WT_15__TO__SCA3_05,False,active,balance,0.5,0.2546643945561708,0.4904002308118854,0.4183265683348074,0.166387732654532,-0.30391085627639014,1.0
WT_15__TO__SCA3_05,False,isi,SCA3_entry,0.7978563373093712,0.29193906264651015,0.1980266848046256,0.2376847900377151,0.04972672975911552,-0.00017202449268560738,0.7142857142857143
WT_15__TO__SCA3_05,False,isi,WT_exit,0.1358293233470019,0.24775053761412238,0.4017182888090511,0.22436774746683422,0.04710618959990087,-0.018079487675481787,1.0
WT_15__TO__SCA3_05,False,isi,balance,0.5,0.11305969303117197,0.14434855636128888,0.07970806070129566,0.033978113539335456,-0.007497848698865328,1.0
WT_15__TO__SCA3_06,False,active,SCA3_entry,0.6832817402871161,0.5401917327928056,0.8140847533720198,0.22516041514895693,0.12335176917806734,-0.1638068451267043,1.0
WT_15__TO__SCA3_06,False,active,WT_exit,0.1483293470542087,0.14983422897490528,0.23186529693934818,0.0707207471368097,0.011306125103026893,-0.017864000754399922,1.0
WT_15__TO__SCA3_06,False,active,balance,0.5,0.3668866491728934,0.5742127407780495,0.1762726374217668,0.04857073040647558,-0.06340905635006039,1.0
WT_15__TO__SCA3_06,False,isi,SCA3_entry,0.7978563373093712,0.7552838456346852,0.9542433426499068,0.2676920177098443,0.08629794688828732,-0.07489585871949456,1.0
WT_15__TO__SCA3_06,False,isi,WT_exit,0.1358293233470019,0.14117877687205202,0.20364032590236006,0.06915258995326962,0.0060983786357083625,-0.010350963628626114,1.0
WT_15__TO__SCA3_06,False,isi,balance,0.5,0.36617772819197014,0.5790323443657235,0.1473767181065864,0.04704475456524959,-0.06152288800318112,1.0
WT_15__TO__SCA3_09,False,active,SCA3_entry,0.6832817402871161,0.3594931900669543,0.33979905572192837,0.23553581905866727,0.11540774085894968,-0.11540774085894978,0.8333333333333334
WT_15__TO__SCA3_09,False,active,WT_exit,0.1483293470542087,0.19382001900826715,0.30372628789827966,0.32807243286986604,0.08571669565067855,-0.0857166956506786,1.0
WT_15__TO__SCA3_09,False,active,balance,0.5,0.37289785313001556,0.5262258226144794,0.2997673132853056,0.11648950013643775,-0.116489500136438,1.0
WT_15__TO__SCA3_09,False,isi,SCA3_entry,0.7978563373093712,0.06021990628861672,0.253327375717974,0.17597953195083962,0.0472291120763599,-0.00863463699675815,0.8333333333333334
WT_15__TO__SCA3_09,False,isi,WT_exit,0.1358293233470019,0.09676167980875701,0.19708448705257275,0.2454408587890083,0.0454000942964687,-0.002483809671910998,1.0
WT_15__TO__SCA3_09,False,isi,balance,0.5,0.1921018169917852,0.1199641028429616,0.16190826004092437,0.04821372312461568,-0.0036308716499982296,1.0
WT_16__TO__SCA3_01,True,active,SCA3_entry,0.6832817402871161,0.22576402607222318,0.34886824357939256,0.1044654411225957,0.016477690685665902,-0.1735511649437847,1.0
WT_16__TO__SCA3_01,True,active,WT_exit,0.1483293470542087,0.34078700533282885,0.6581632510150203,0.271636467965476,0.03250822044446261,-0.09263097854764821,1.0
WT_16__TO__SCA3_01,True,active,balance,0.5,0.2676723883477422,0.42215566276616623,0.1669749239618793,0.01942524435696462,-0.2158900999372271,1.0
WT_16__TO__SCA3_01,True,isi,SCA3_entry,0.7978563373093712,0.25837993354940525,0.3399079141374161,0.04435125561341757,0.003770901508907243,-0.04000265907563766,1.0
WT_16__TO__SCA3_01,True,isi,WT_exit,0.1358293233470019,0.33198935996212353,0.558331254329201,0.22413786201111063,0.03260485023992993,-0.07207420329457392,1.0
WT_16__TO__SCA3_01,True,isi,balance,0.5,0.3345841437711446,0.4426473053502288,0.16964062616046183,0.022106588410350236,-0.12852250964187656,1.0
WT_16__TO__SCA3_02,False,active,SCA3_entry,0.6832817402871161,0.24485370186477173,0.012753585128830347,0.23211970632239837,0.008034387089809691,-0.0297124255102649,0.5714285714285714
WT_16__TO__SCA3_02,False,active,WT_exit,0.1483293470542087,0.2878432065053647,0.24567666016964315,0.23715371475469035,0.012340059500822998,-0.004540350627240884,1.0
WT_16__TO__SCA3_02,False,active,balance,0.5,0.6394413152671394,0.026012773391156874,0.6346413642761104,0.023434922376833867,-0.00846005923481842,0.8571428571428571
WT_16__TO__SCA3_02,False,isi,SCA3_entry,0.7978563373093712,0.8078941100309383,0.04355319259798285,0.563051597114326,0.04497268875283822,-0.18251669216918714,0.2857142857142857
WT_16__TO__SCA3_02,False,isi,WT_exit,0.1358293233470019,0.2994861910663107,0.17951648674051968,0.18250467214158822,0.015236652004431387,-0.001608188382055293,1.0
WT_16__TO__SCA3_02,False,isi,balance,0.5,0.46369672475837664,0.019952594799839324,0.3661326248134436,0.01947074731403778,-0.05988446599295516,1.0
WT_16__TO__SCA3_04,True,active,SCA3_entry,0.6832817402871161,0.22410544948604877,0.47643251032009293,0.1255263570908958,0.026312337601296646,-0.03571592557012342,1.0
WT_16__TO__SCA3_04,True,active,WT_exit,0.1483293470542087,0.10891210162885072,0.4518775114681607,0.29602249314640267,0.05094280941991029,-0.08702144644046285,1.0
WT_16__TO__SCA3_04,True,active,balance,0.5,0.14827760418135832,0.3217483180763341,0.19800302392283192,0.04685854949301289,-0.05862263348387638,1.0
WT_16__TO__SCA3_04,True,isi,SCA3_entry,0.7978563373093712,0.057402610603356566,0.25644416951502547,0.021223676360371535,0.019759018633844466,-0.007600839738996945,0.8333333333333333
WT_16__TO__SCA3_04,True,isi,WT_exit,0.1358293233470019,0.09710293375759498,0.36532853293818873,0.19900934441266951,0.03187195160409662,-0.046190038430832935,1.0
WT_16__TO__SCA3_04,True,isi,balance,0.5,0.11274938348424894,0.30158934175877833,0.08942590966945574,0.01132338160945201,-0.01264587546378487,1.0
WT_16__TO__SCA3_05,False,active,SCA3_entry,0.6832817402871161,0.182052181264573,0.4552853164821872,0.3025776702446471,0.045409484594851085,-0.1070826159917897,0.8571428571428571
WT_16__TO__SCA3_05,False,active,WT_exit,0.1483293470542087,0.08817931335736831,0.2880354205787295,0.22772165977971964,0.03177289985335538,-0.03553668412435408,1.0
WT_16__TO__SCA3_05,False,active,balance,0.5,0.1681249887115188,0.2756106659884162,0.2225780156503243,0.02512156881875842,-0.06570267847300187,1.0
WT_16__TO__SCA3_05,False,isi,SCA3_entry,0.7978563373093712,0.06752097813426194,0.048602899126153676,0.09264373564179373,0.0045913841818568946,-0.11597130356576696,0.2857142857142857
WT_16__TO__SCA3_05,False,isi,WT_exit,0.1358293233470019,0.09744038836805824,0.2732599884337244,0.17682081904581062,0.021170606162182616,-0.021170606162182616,1.0
WT_16__TO__SCA3_05,False,isi,balance,0.5,0.12289574935879037,0.23410517188883376,0.10530923973493451,0.017457646836375254,7.955839051018715e-05,1.0
WT_16__TO__SCA3_06,True,active,SCA3_entry,0.6832817402871161,0.5415006149928987,0.7737604243984735,0.3291415229286295,0.22258904209036495,-0.22258904209036495,1.0
WT_16__TO__SCA3_06,True,active,WT_exit,0.1483293470542087,0.29726307656463946,0.7833365063121625,0.3613270962877852,0.12064940243999273,-0.12064940243999273,1.0
WT_16__TO__SCA3_06,True,active,balance,0.5,0.38198685587090697,0.5694254785424757,0.29473026805406577,0.09407400517360703,-0.09407400517360703,1.0
WT_16__TO__SCA3_06,True,isi,SCA3_entry,0.7978563373093712,0.3951952026722809,0.6667833906419509,0.20736146897025878,0.1686308180651432,-0.1686308180651432,1.0
WT_16__TO__SCA3_06,True,isi,WT_exit,0.1358293233470019,0.22547833584150082,0.4903606742344873,0.2274207348295768,0.057799815471414745,-0.057799815471414745,1.0
WT_16__TO__SCA3_06,True,isi,balance,0.5,0.3192895164955616,0.480837366543771,0.2108106844972692,0.0767442534898304,-0.0767442534898304,1.0
WT_16__TO__SCA3_09,True,active,SCA3_entry,0.6832817402871161,0.08116338533258488,0.014186364233971462,0.09675215855577331,0.012158776804485351,-0.033603785387635664,1.0
WT_16__TO__SCA3_09,True,active,WT_exit,0.1483293470542087,0.2656755770538345,0.03790757174168931,0.35323611117228193,0.009537513634439276,-0.05017033188782029,1.0
WT_16__TO__SCA3_09,True,active,balance,0.5,0.18666430698641442,0.01585813515926182,0.1980820107402462,0.02049818787902044,-0.025275527682167506,1.0
WT_16__TO__SCA3_09,True,isi,SCA3_entry,0.7978563373093712,0.19561416321292602,0.01983982924354956,0.16300882684159182,0.01814395963177566,-0.04977564888015781,1.0
WT_16__TO__SCA3_09,True,isi,WT_exit,0.1358293233470019,0.231217468674397,0.03393019170664528,0.2641630182465312,0.009226118717218207,-0.0551967300526449,1.0
WT_16__TO__SCA3_09,True,isi,balance,0.5,0.06605825086164949,0.010382875657889312,0.07719115844118682,0.004753329622574104,-0.01742137580466911,1.0
