group,cell_id,capacitance_pF,n_frozen_spiking_sweeps,frozen_v3_1_decision,post_v3_9_auto_cell_decision,spike_only_auto_cell_decision,review,comment,primary_support,cell_loss,spike_train_loss,threshold_loss,n_sweeps,n_sweeps_accept,n_sweeps_review,n_sweeps_bad,fraction_sweeps_accept,fraction_sweeps_nonbad,fraction_sweeps_bad,median_circle_f1,median_count_error_fraction,mean_vp_loss,mean_raw_vp_loss,mean_aligned_vp_loss,median_abs_latency_shift_ms,max_abs_latency_shift_ms,n_large_latency_shift_sweeps,n_alignment_count_changes,threshold_nonspiking_current_pA,threshold_first_spiking_current_pA,threshold_bracket_width_pA,threshold_nonspiking_model_spikes,threshold_first_spiking_model_spikes,threshold_nonspiking_pass,threshold_first_spiking_pass,threshold_pass,b,r,s,kappa_I,kappa_over_Cm,s_bound_min,s_bound_max,s_bound_position_fraction,s_below_v3_8_lower_bound,s_near_lower_1pct,s_near_lower_2pct,s_near_lower_5pct,best_label,global_rescue_used,elapsed_s,seed_source,seed_cell_loss,seed_b,seed_r,seed_s,seed_kappa_I,seed_on_v3_9_objective,seed_on_v3_9_spike_train_loss,seed_on_v3_9_threshold_loss,delta_total_loss_vs_seed_same_objective,delta_spike_train_loss_vs_seed_same_objective,v3_1_cell_loss,v3_1_b,v3_1_r,v3_1_s,v3_1_kappa_I,v3_8_cell_loss,v3_8_b,v3_8_r,v3_8_s,v3_8_kappa_I,delta_b_vs_seed,delta_r_vs_seed,delta_s_vs_seed,delta_kappa_I_vs_seed,identifiability,final_v3_9_decision,identifiability_base_loss,identifiability_spike_train_loss,identifiability_threshold_loss,identifiability_median_abs_latency_shift_ms,identifiability_max_abs_latency_shift_ms,latency_realigned_for_every_alternative,id_b,id_alt_loss_b,id_r,id_alt_loss_r,id_s,id_alt_loss_s,id_kappa_I,id_alt_loss_kappa_I
WT,WT_06,393.401335185185,12,ACCEPT,ACCEPT,ACCEPT,,,MULTI_SWEEP,0.528053725941598,0.528053725941598,0,12,10,1,1,0.833333333333333,0.916666666666667,0.0833333333333333,0.9867849069727,0.0263888888888889,0.498454346367311,0.598180583531275,0.498454346367311,3.5829792563329,11.7554990963196,0,0,200,250,50,0,33,True,True,True,3.00268700778274,0.0397070714073017,0.320997650843926,0.43690513909511,0.0011105837729031,0.05,15,0.0181269331668178,False,False,True,True,frozen_best_seed,True,876.020612955093,v3_8_final,0.528053725941596,3.00268700778274,0.0397070714073017,0.320997650843926,0.43690513909511,0.528053725941597,0.528053725941597,0,9.992007221626409e-16,9.992007221626409e-16,0.551596233035407,3.39687020772373,0.0011968937056743,0.661869401785401,0.715800685676662,0.528053725941596,3.00268700778274,0.0397070714073017,0.320997650843926,0.43690513909511,0.0,-2.08166817117217e-17,0.0,-5.55111512312578e-17,NONIDENTIFIABLE,ACCEPT,0.5276260661621756,0.5276260661621756,0.0,3.582281707373564,11.756818545520659,True,NONIDENTIFIABLE,0.5383339512917603,NONIDENTIFIABLE,0.5598395918970259,NONIDENTIFIABLE,0.605509109669865,IDENTIFIABLE,0.672647545624048
WT,WT_07,353.772256790124,8,ACCEPT,ACCEPT,ACCEPT,,,MULTI_SWEEP,0.0089541269301869,0.0089541269301869,0,8,8,0,0,1.0,1.0,0.0,1.0,0.0,0.0089541269301869,1.12832649017315,0.0089541269301869,5.07084089056656,12.1739137922147,0,0,450,500,50,0,2,True,True,True,3.20511381810753,0.0011459239565885,3.67550749934334,0.31690076561024,0.0008957761936607,0.05,15,0.242508862832331,False,False,False,False,target_refine,True,354.332041978836,v3_8_final,0.0093293944543023,3.16635706425392,0.001874465007213,3.66127116031851,0.273963690823579,0.009329394454306,0.009329394454306,0,-0.0003752675241191,-0.0003752675241191,0.31137869077671,3.11100495165815,0.0035018522618956,5.17518397278305,0.309302849515542,0.0093293944543023,3.16635706425392,0.001874465007213,3.66127116031851,0.273963690823579,0.0387567538536135,-0.0007285410506244,0.0142363390248317,0.0429370747866605,NONIDENTIFIABLE,ACCEPT,0.008853340293571321,0.008853340293571321,0.0,5.0700144990902025,12.173211677378404,True,IDENTIFIABLE,0.3125,NONIDENTIFIABLE,0.052857815972023124,NONIDENTIFIABLE,0.012258704132135367,IDENTIFIABLE,0.10488367110019806
WT,WT_08,628.990953719971,6,ACCEPT,ACCEPT,ACCEPT,,,MULTI_SWEEP,0.453947357573908,0.453947357573908,0,6,5,1,0,0.833333333333333,1.0,0.0,0.970843183609141,0.056547619047619,0.437325631033703,0.600222777931733,0.437325631033703,4.94293658545986,59.5071235194513,0,0,250,300,50,0,26,True,True,True,2.96491156494738,0.0051280442452668,0.108035818424331,0.583625883723969,0.000927876434903,0.05,15,0.0038819945434335,True,True,True,True,target_refine,True,299.498571395874,v3_8_final,0.496224012813044,2.97438095106732,0.0026520850158384,0.338211435401002,0.760983194365015,0.496224012813038,0.496224012813038,0,-0.0422766552391303,-0.0422766552391303,0.520040540945806,2.95024998161336,0.0020100039198581,0.525511808526194,0.951501592300546,0.496224012813044,2.97438095106732,0.0026520850158384,0.338211435401002,0.760983194365015,-0.0094693861199406,0.0024759592294284,-0.230175616976671,-0.177357310641046,IDENTIFIABLE,ACCEPT,0.45345875570400196,0.45345875570400196,0.0,4.943391783091041,59.506877188633865,True,IDENTIFIABLE,0.8504686576108011,IDENTIFIABLE,0.5695139888833903,IDENTIFIABLE,0.6364200447156468,IDENTIFIABLE,0.6010916305095666
WT,WT_09,393.254036006648,5,ACCEPT,ACCEPT,ACCEPT,,,MULTI_SWEEP,0.652188374619166,0.652188374619166,0,5,3,1,1,0.6,0.8,0.2,0.942028985507246,0.123076923076923,0.587455095319849,0.705218673892448,0.587455095319849,2.79894672359024,3.93582642688855,0,0,250,300,50,0,49,True,True,True,3.00499404393986,0.0044079110035059,0.31659710626319,0.377275581008005,0.0009593686179018,0.05,15,0.0178325823587418,False,False,True,True,target_refine,True,342.201361656189,v3_8_final,0.678170346342288,2.99425874839173,0.0032952056292474,0.428965633712955,0.464441655710456,0.678170346342293,0.678170346342293,0,-0.0259819717231269,-0.0259819717231269,0.662808864112562,3.12418037643885,0.0012389278015034,0.57190568023118,0.595212669177113,0.678170346342288,2.99425874839173,0.0032952056292474,0.428965633712955,0.464441655710456,0.0107352955481295,0.0011127053742585,-0.112368527449765,-0.0871660747024506,NONIDENTIFIABLE,ACCEPT,0.6519832553609037,0.6519832553609037,0.0,2.7990649471291817,3.937026538699598,True,NONIDENTIFIABLE,0.7505611562329568,NONIDENTIFIABLE,0.7234904474880186,NONIDENTIFIABLE,0.6800141050445945,NONIDENTIFIABLE,0.6687878520431879
WT,WT_10,418.317454938272,6,ACCEPT,ACCEPT,ACCEPT,,,MULTI_SWEEP,0.412251257742729,0.412251257742729,0,6,5,1,0,0.833333333333333,1.0,0.0,0.983337605742118,0.0159708249496982,0.398632165676424,0.838783622089942,0.398632165676424,31.4070484597262,99.0501923108078,0,0,250,300,50,0,10,True,True,True,2.87849103010525,0.0756322387263896,1.19184381052622,1.14094020461274,0.0027274506266565,0.05,15,0.0763775124097806,False,False,False,False,frozen_best_seed,True,373.785139322281,v3_8_final,0.41225125774265,2.87849103010525,0.0756322387263896,1.19184381052622,1.14094020461274,0.412251257742744,0.412251257742744,0,-1.53210777398272e-14,-1.53210777398272e-14,0.519003539648872,2.93535511441478,0.045800405325338,0.526972811914108,0.615516206889262,0.41225125774265,2.87849103010525,0.0756322387263896,1.19184381052622,1.14094020461274,0.0,2.77555756156289e-17,0.0,8.881784197001249e-16,IDENTIFIABLE,ACCEPT,0.4110856590482808,0.4110856590482808,0.0,31.408419151526992,99.05158015193177,True,IDENTIFIABLE,0.5511571460859903,IDENTIFIABLE,0.5616775786161775,IDENTIFIABLE,0.8516897103196,IDENTIFIABLE,1.2366381725311217
WT,WT_11,211.626110769231,4,ACCEPT,ACCEPT,ACCEPT,,,MULTI_SWEEP,0.592695649623918,0.592695649623918,0,4,3,1,0,0.75,1.0,0.0,0.929070929070929,0.0272727272727273,0.580606003159271,0.865033717856188,0.580606003159271,1.879560998767,62.424850237702,0,0,350,400,50,0,17,True,True,True,3.13770292391716,0.0002385028325333,2.31472251602244,0.431752800316632,0.0020401679109788,0.05,15,0.151486455921233,False,False,False,False,frozen_best_seed,True,285.650232791901,v3_8_final,0.592695649623991,3.13770292391716,0.0002385028325333,2.31472251602244,0.431752800316632,0.592695649623911,0.592695649623911,0,7.105427357601e-15,7.105427357601e-15,0.63204930686346,3.20509458892226,0.0005191254384039,1.12249064374781,0.357988255132324,0.592695649623991,3.13770292391716,0.0002385028325333,2.31472251602244,0.431752800316632,0.0,1.35525271560688e-19,0.0,1.66533453693773e-16,NONIDENTIFIABLE,ACCEPT,0.5915567463795572,0.5915567463795572,0.0,1.8802567145314342,62.42421494898781,True,IDENTIFIABLE,0.8767079148911675,NONIDENTIFIABLE,0.6474190619098951,NONIDENTIFIABLE,0.7024079327313575,IDENTIFIABLE,0.8827171047784279
WT,WT_13,655.369372618234,3,ACCEPT,REVIEW,REVIEW,accept,,MULTI_SWEEP,0.539904260578224,0.539904260578224,0,3,1,2,0,0.333333333333333,1.0,0.0,0.841121495327103,0.377777777777778,0.466586044402864,0.675204211475184,0.466586044402864,12.234230618332,47.1551083810895,0,0,400,450,50,0,54,True,True,True,2.93333766919004,0.0030284877134034,0.215780361615529,0.587583929838755,0.0008965691019269,0.05,15,0.011088987399032,True,False,True,True,target_refine,True,251.263538122177,v3_8_final,0.54695829953818,2.93013921365482,0.0027781682980316,0.250034553904185,0.613655224087387,0.546958299538179,0.546958299538179,0,-0.0070540389599552,-0.0070540389599552,0.536819408606133,2.9413050151492,0.0011073652363537,0.517255126565517,0.90810595613257,0.54695829953818,2.93013921365482,0.0027781682980316,0.250034553904185,0.613655224087387,0.0031984555352147,0.0002503194153718,-0.0342541922886563,-0.0260712942486323,IDENTIFIABLE,ACCEPT,0.538903350970432,0.538903350970432,0.0,12.23539851544919,47.15651744141573,True,IDENTIFIABLE,0.9303210849290441,IDENTIFIABLE,0.7348388622506162,IDENTIFIABLE,1.0169628592915323,IDENTIFIABLE,1.074868102861286
WT,WT_14,309.057505555556,6,ACCEPT,ACCEPT,ACCEPT,,,MULTI_SWEEP,0.544194069721595,0.544194069721595,0,6,5,1,0,0.833333333333333,1.0,0.0,1.0,0.0,0.532655608183134,0.899108875085682,0.532655608183134,12.0256353564257,13.2745882512481,0,0,250,300,50,0,32,True,True,True,2.98381256769243,0.0373873647475754,0.470608952474538,0.385782970373697,0.0012482562741203,0.05,15,0.0281343780919423,False,False,False,True,target_refine,True,307.484791755676,v3_8_final,0.606525608134608,3.12223160887599,0.0005769675811434,0.902508011972807,0.580509043562978,0.606525608134612,0.606525608134612,0,-0.0623315384130166,-0.0623315384130166,0.570934157396964,3.92887202594118,0.002268620743609,1.49457566594123,0.749591012655136,0.606525608134608,3.12223160887599,0.0005769675811434,0.902508011972807,0.580509043562978,-0.138419041183559,0.036810397166432,-0.431899059498269,-0.194726073189281,NONIDENTIFIABLE,ACCEPT,0.5437758887471968,0.5437758887471968,0.0,12.024686050193136,13.273714709023,True,IDENTIFIABLE,0.739820203876311,NONIDENTIFIABLE,0.6302212219966578,IDENTIFIABLE,0.7303335489219253,IDENTIFIABLE,0.7308052588991246
WT,WT_15,325.723467348528,8,ACCEPT,ACCEPT,ACCEPT,,,MULTI_SWEEP,0.511790532225266,0.511790532225266,0,8,7,0,1,0.875,0.875,0.125,0.99552849585787,0.0089031339031339,0.487306347428581,0.521890108785033,0.487306347428581,2.37659587577519,18.1410271218858,0,0,150,200,50,0,24,True,True,True,3.04137543508372,0.0627848121759134,0.571771709678574,0.665695044765773,0.002043742964499,0.05,15,0.0349011177042524,False,False,False,True,frozen_best_seed,True,534.385819196701,v3_8_final,0.511790532225262,3.04137543508372,0.0627848121759134,0.571771709678574,0.665695044765773,0.511790532225267,0.511790532225267,0,-1.11022302462516e-15,-1.11022302462516e-15,0.530580454829439,3.23528686115218,0.0379021777131566,0.699802654213242,0.814248918097456,0.511790532225262,3.04137543508372,0.0627848121759134,0.571771709678574,0.665695044765773,0.0,-4.16333634234434e-17,0.0,1.11022302462516e-16,NONIDENTIFIABLE,ACCEPT,0.5105219024956218,0.5105219024956218,0.0,2.3775808601518422,18.14224682193889,True,IDENTIFIABLE,0.725391746489984,NONIDENTIFIABLE,0.5312170242503426,NONIDENTIFIABLE,0.6209955116323642,NONIDENTIFIABLE,0.5140033817872869
WT,WT_16,440.50378208547,7,ACCEPT,ACCEPT,ACCEPT,,,MULTI_SWEEP,0.509600802131434,0.509600802131434,0,7,6,1,0,0.857142857142857,1.0,0.0,0.981132075471698,0.037037037037037,0.498154140298783,0.819560478098647,0.498154140298783,22.8382573787343,43.9954753022493,0,0,150,200,50,0,14,True,True,True,3.47905267435836,0.0002546263624652,1.1691377136168,1.04407499341255,0.0023701839481822,0.05,15,0.0748587099409231,False,False,False,False,frozen_best_seed,True,444.916158914566,v3_8_final,0.509600802131404,3.47905267435836,0.0002546263624652,1.1691377136168,1.04407499341255,0.509600802131454,0.509600802131454,0,-1.95399252334028e-14,-1.95399252334028e-14,0.656113422493249,3.18217227227528,0.0005692950021128,0.755206106264243,0.858953274994635,0.509600802131404,3.47905267435836,0.0002546263624652,1.1691377136168,1.04407499341255,0.0,-1.0842021724855e-19,0.0,8.881784197001249e-16,IDENTIFIABLE,ACCEPT,0.5089756659828126,0.5089756659828126,0.0,22.839534837328202,43.99571200640969,True,IDENTIFIABLE,0.6787413675316217,IDENTIFIABLE,0.6637909957509672,IDENTIFIABLE,0.6792448315743277,IDENTIFIABLE,0.7540232598088734
